ID,Name,Localized Name,Temperature,Luminosity,Density,Viscosity,Placeable,Block ID,Block Class
326,plasma.terbium,铽等离子体,10000,15,55536,10,false,null,null
327,molten.thorium,熔融钍,2115,7,1000,1000,false,null,null
328,plasma.thorium,钍等离子体,10000,15,55536,10,false,null,null
329,molten.thulium,熔融铥,1818,5,1000,1000,false,null,null
330,plasma.thulium,铥等离子体,10000,15,55536,10,false,null,null
331,molten.tin,熔融锡,505,0,1000,1000,false,null,null
332,plasma.tin,锡等离子体,10000,15,55536,10,false,null,null
333,molten.titanium,熔融钛,1941,6,1000,1000,false,null,null
334,plasma.titanium,钛等离子体,10000,15,55536,10,false,null,null
335,molten.tritanium,熔融三钛,9900,15,1000,1000,false,null,null
336,plasma.tritanium,三钛等离子体,10000,15,55536,10,false,null,null
337,plasma.tritium,氚等离子体,10000,15,55536,10,false,null,null
338,molten.tungsten,熔融钨,3695,15,1000,1000,false,null,null
339,plasma.tungsten,钨等离子体,10000,15,55536,10,false,null,null
340,molten.uranium,熔融铀-238,1405,3,1000,1000,false,null,null
341,plasma.uranium,铀-238等离子体,10000,15,55536,10,false,null,null
342,molten.uranium235,熔融铀-235,1405,3,1000,1000,false,null,null
343,plasma.uranium235,铀-235等离子体,10000,15,55536,10,false,null,null
344,molten.vanadium,熔融钒,2183,7,1000,1000,false,null,null
345,plasma.vanadium,钒等离子体,10000,15,55536,10,false,null,null
346,molten.ytterbium,熔融镱,1097,1,1000,1000,false,null,null
347,plasma.ytterbium,镱等离子体,10000,15,55536,10,false,null,null
348,molten.yttrium,熔融钇,1799,5,1000,1000,false,null,null
349,plasma.yttrium,钇等离子体,10000,15,55536,10,false,null,null
350,molten.zinc,熔融锌,692,0,1000,1000,false,null,null
351,plasma.zinc,锌等离子体,10000,15,55536,10,false,null,null
352,grade1purifiedwater,1级净化水,273,0,1000,1000,false,null,null
353,grade2purifiedwater,2级净化水,273,0,1000,1000,false,null,null
354,grade3purifiedwater,3级净化水,273,0,1000,1000,false,null,null
355,grade4purifiedwater,4级净化水,273,0,1000,1000,false,null,null
356,grade5purifiedwater,5级净化水,273,0,1000,1000,false,null,null
357,grade6purifiedwater,6级净化水,273,0,1000,1000,false,null,null
358,grade7purifiedwater,7级净化水,273,0,1000,1000,false,null,null
359,grade8purifiedwater,8级净化水,273,0,1000,1000,false,null,null
360,molten.flerovium_gt5u,熔融鈇,0,0,1000,1000,false,null,null
361,plasma.flerovium_gt5u,鈇等离子体,10000,15,55536,10,false,null,null
362,molten.serpentine,熔融蛇纹石,1000,1,1000,1000,false,null,null
363,molten.phasediron,熔融相移铁,3300,13,1000,1000,false,null,null
364,molten.phasedgold,熔融相移金,1000,1,1000,1000,false,null,null
365,molten.heeendium,熔融终末锭,1000,1,1000,1000,false,null,null
366,molten.teslatite,熔融特斯拉金属,1000,1,1000,1000,false,null,null
367,molten.darkthaumium,熔融神秘玄铁,1000,1,1000,1000,false,null,null
368,molten.draconium,熔融龙锭,5000,15,1000,1000,false,null,null
369,molten.draconiumawakened,熔融觉醒龙锭,9900,15,1000,1000,false,null,null
370,molten.adamantium,熔融精金,7200,15,1000,1000,false,null,null
371,molten.adluorite,熔融亚萤石,1000,1,1000,1000,false,null,null
372,molten.alduorite,熔融神秘蓝金,6600,15,1000,1000,false,null,null
373,molten.amordrine,熔融魔力之石,1000,1,1000,1000,false,null,null
374,molten.angmallen,熔融神圣之金,1000,1,1000,1000,false,null,null
375,molten.ardite,熔融阿迪特,1600,4,1000,1000,false,null,null
376,molten.aredrite,熔融希尔金,1000,1,1000,1000,false,null,null
377,molten.atlarus,熔融深金,1000,1,1000,1000,false,null,null
378,molten.blutonium,熔融蓝钚,1000,1,1000,1000,false,null,null
379,molten.carmot,熔融点金石,1000,1,1000,1000,false,null,null
380,molten.celenegil,熔融幽冥剧毒结晶,1000,1,1000,1000,false,null,null
381,molten.ceruclase,熔融暗影秘银,6600,15,1000,1000,false,null,null
382,molten.darkiron,熔融玄铁,1000,1,1000,1000,false,null,null
383,molten.desh,熔融戴斯,2500,9,1000,1000,false,null,null
384,plasma.desh,戴斯等离子体,10000,15,55536,10,false,null,null
385,molten.desichalkos,熔融虚空之魂石,1000,1,1000,1000,false,null,null
386,molten.duranium,熔融铿铀,1000,1,1000,1000,false,null,null
387,molten.electrumflux,熔融通流琥珀金,9000,15,1000,1000,false,null,null
388,molten.enderiumbase,熔融末影粗胚,3600,15,1000,1000,false,null,null
389,molten.eximite,熔融虚空石,1000,1,1000,1000,false,null,null
390,molten.fierysteel,熔融炽热的钢,1811,5,1000,1000,false,null,null
391,molten.force,熔融力量,1000,1,1000,1000,false,null,null
392,molten.glowstone,熔融萤石,1000,1,1000,1000,false,null,null
393,molten.haderoth,熔融幻之铜,1000,1,1000,1000,false,null,null
394,molten.hematite,熔融赤铁,1000,1,1000,1000,false,null,null
395,molten.hepatizon,熔融幽魂结晶,1000,1,1000,1000,false,null,null
396,molten.hsla,熔融HSLA钢,1811,5,1000,1000,false,null,null
397,molten.ignatius,熔融火焰之灵,1000,1,1000,1000,false,null,null
398,molten.infuscolium,熔融魔金,1000,1,1000,1000,false,null,null
399,molten.infusedgold,熔融注魔金,1000,1,1000,1000,false,null,null
400,molten.inolashite,熔融暗影秘银蓝金,1000,1,1000,1000,false,null,null
401,molten.kalendrite,熔融幽冥魂石,1000,1,1000,1000,false,null,null
402,molten.mercassium,熔融玛开斯,1000,1,1000,1000,false,null,null
403,molten.meteoriciron,熔融陨铁,1811,5,1000,1000,false,null,null
404,plasma.meteoriciron,陨铁等离子体,10000,15,55536,10,false,null,null
405,molten.meteoricsteel,熔融陨钢,1811,5,1000,1000,false,null,null
406,molten.naquadah,熔融硅岩,5400,15,1000,1000,false,null,null
407,plasma.naquadah,硅岩等离子体,10000,15,55536,10,false,null,null
408,molten.naquadahalloy,熔融硅岩合金,7200,15,1000,1000,false,null,null
409,molten.naquadahenriched,熔融富集硅岩,4500,15,1000,1000,false,null,null
410,molten.naquadria,熔融超能硅岩,9000,15,1000,1000,false,null,null
411,molten.obsidianflux,熔融通流黑曜石,1000,1,1000,1000,false,null,null
412,molten.orichalcum,熔融山铜,6000,15,1000,1000,false,null,null
413,molten.osmonium,熔融幻锇,1000,1,1000,1000,false,null,null
414,molten.oureclase,熔融地晶,1000,1,1000,1000,false,null,null
415,molten.phoenixite,熔融凤晶,1000,1,1000,1000,false,null,null
416,molten.prometheum,熔融盗火之金,1000,1,1000,1000,false,null,null
417,molten.rubracium,熔融褐铜,1000,1,1000,1000,false,null,null
418,molten.sanguinite,熔融狱炎石,1000,1,1000,1000,false,null,null
419,molten.tartarite,熔融溶火之石,10400,15,1000,1000,false,null,null
420,molten.void,熔融虚空锭,1000,1,1000,1000,false,null,null
421,molten.vulcanite,熔融胶木,8400,15,1000,1000,false,null,null
422,molten.vyroxeres,熔融幽冥剧毒结晶,5400,15,1000,1000,false,null,null
423,molten.yellorium,熔融黄铀,1000,1,1000,1000,false,null,null
424,molten.zectium,熔融泽克防爆石,1000,1,1000,1000,false,null,null
425,advancedglue,高级胶水,295,0,1000,1000,false,null,null
426,molten.cheese,熔融奶酪,320,0,1000,1000,false,null,null
427,fermentedbiomass,发酵生物质,295,0,1000,1000,false,null,null
428,molten.reinforced,熔融强化金属,1000,1,1000,1000,false,null,null
429,woodgas,木炭气,295,0,-100,200,false,null,null
430,woodtar,木焦油,295,0,1000,1000,false,null,null
431,woodvinegar,木醋酸,295,0,1000,1000,false,null,null
432,weedex9000,除草剂-9000,295,0,1000,1000,false,null,null
433,molten.aluminiumbrass,熔融铝黄铜,1000,1,1000,1000,false,null,null
434,molten.osmiridium,熔融铱锇合金,3500,15,1000,1000,false,null,null
435,molten.sunnarium,熔融阳光化合物,4200,15,1000,1000,false,null,null
436,noblegases,稀有气体,295,0,-100,200,false,null,null
437,molten.annealedcopper,熔融退火铜,1357,2,1000,1000,false,null,null
438,molten.batteryalloy,熔融电池合金,660,0,1000,1000,false,null,null
439,molten.brass,熔融黄铜,1190,2,1000,1000,false,null,null
440,molten.bronze,熔融青铜,1144,1,1000,1000,false,null,null
441,molten.chromiumdioxide,熔融二氧化铬,650,0,1000,1000,false,null,null
442,molten.cupronickel,熔融白铜,1542,4,1000,1000,false,null,null
443,molten.deepiron,熔融深渊铁,7500,15,1000,1000,false,null,null
444,molten.electrum,熔融琥珀金,1285,2,1000,1000,false,null,null
445,molten.invar,熔融殷钢,1783,5,1000,1000,false,null,null
446,molten.kanthal,熔融坎塔尔合金,1800,5,1000,1000,false,null,null
447,molten.magnalium,熔融镁铝合金,929,0,1000,1000,false,null,null
448,molten.nichrome,熔融镍铬合金,2700,10,1000,1000,false,null,null
449,molten.niobiumnitride,熔融氮化铌,2573,9,1000,1000,false,null,null
450,molten.niobiumtitanium,熔融铌钛合金,4500,15,1000,1000,false,null,null
451,molten.obsidian,熔融黑曜石,642,0,1000,1000,false,null,null
452,molten.pigiron,熔融生铁,1811,5,1000,1000,false,null,null
453,molten.plastic,熔融聚乙烯,400,0,1000,1000,false,null,null
454,molten.epoxid,熔融环氧树脂,400,0,1000,1000,false,null,null
455,molten.silicone,熔融硅橡胶,900,0,1000,1000,false,null,null
456,molten.polycaprolactam,熔融聚己内酰胺,500,0,1000,1000,false,null,null
457,molten.polytetrafluoroethylene,熔融聚四氟乙烯,1400,3,1000,1000,false,null,null
458,molten.rubber,熔融橡胶,400,0,1000,1000,false,null,null
459,lightlyhydrocracked.gas,轻度加氢裂化的炼油气,775,0,-100,200,false,null,null
460,moderatelyhydrocracked.gas,中度加氢裂化的炼油气,775,0,-100,200,false,null,null
461,severelyhydrocracked.gas,重度加氢裂化的炼油气,775,0,-100,200,false,null,null
462,lightlysteamcracked.gas,轻度蒸汽裂化的炼油气,775,0,-100,200,false,null,null
463,moderatelysteamcracked.gas,中度蒸汽裂化的炼油气,775,0,-100,200,false,null,null
464,severelysteamcracked.gas,重度蒸汽裂化的炼油气,775,0,-100,200,false,null,null
465,lightlyhydrocracked.naphtha,轻度加氢裂化的石脑油,775,0,-100,200,false,null,null
466,moderatelyhydrocracked.naphtha,中度加氢裂化的石脑油,775,0,-100,200,false,null,null
467,severelyhydrocracked.naphtha,重度加氢裂化的石脑油,775,0,-100,200,false,null,null
468,lightlysteamcracked.naphtha,轻度蒸汽裂化的石脑油,775,0,-100,200,false,null,null
469,moderatelysteamcracked.naphtha,中度蒸汽裂化的石脑油,775,0,-100,200,false,null,null
470,severelysteamcracked.naphtha,重度蒸汽裂化的石脑油,775,0,-100,200,false,null,null
471,lightlyhydrocracked.lightfuel,轻度加氢裂化的轻燃油,775,0,-100,200,false,null,null
472,moderatelyhydrocracked.lightfuel,中度加氢裂化的轻燃油,775,0,-100,200,false,null,null
473,severelyhydrocracked.lightfuel,重度加氢裂化的轻燃油,775,0,-100,200,false,null,null
474,lightlysteamcracked.lightfuel,轻度蒸汽裂化的轻燃油,775,0,-100,200,false,null,null
475,moderatelysteamcracked.lightfuel,中度蒸汽裂化的轻燃油,775,0,-100,200,false,null,null
476,severelysteamcracked.lightfuel,重度蒸汽裂化的轻燃油,775,0,-100,200,false,null,null
477,lightlyhydrocracked.heavyfuel,轻度加氢裂化的重燃油,775,0,-100,200,false,null,null
478,moderatelyhydrocracked.heavyfuel,中度加氢裂化的重燃油,775,0,-100,200,false,null,null
479,severelyhydrocracked.heavyfuel,重度加氢裂化的重燃油,775,0,-100,200,false,null,null
480,lightlysteamcracked.heavyfuel,轻度蒸汽裂化的重燃油,775,0,-100,200,false,null,null
481,moderatelysteamcracked.heavyfuel,中度蒸汽裂化的重燃油,775,0,-100,200,false,null,null
482,severelysteamcracked.heavyfuel,重度蒸汽裂化的重燃油,775,0,-100,200,false,null,null
483,fluidnaqudahfuel,硅岩燃料,295,0,1000,1000,false,null,null
484,enrichednaquadria,富集超能硅岩,295,0,1000,1000,false,null,null
485,molten.reinforcedglass,熔融防爆玻璃,2000,6,1000,1000,false,null,null
486,biomediumraw,生物培养基原液,295,0,1000,1000,false,null,null
487,biohmediumsterilized,灭菌生物培养基,295,0,1000,1000,false,null,null
488,chlorobenzene,氯苯,295,0,1000,1000,false,null,null
489,dilutedhydrochloricacid_gt5u,稀盐酸,295,0,1000,1000,false,null,null
490,growthmediumraw,培养基原液,295,0,1000,1000,false,null,null
491,growthmediumsterilized,无菌培养基,295,0,1000,1000,false,null,null
492,molten.nickelzincferrite,熔融镍锌铁氧体,0,0,1000,1000,false,null,null
493,biodiesel,生物柴油,295,0,1000,1000,false,null,null
494,glycerol,甘油,295,0,1000,1000,false,null,null
495,molten.polyphenylenesulfide,熔融聚苯硫醚,0,0,1000,1000,false,null,null
496,dichlorobenzene,对二氯苯,295,0,1000,1000,false,null,null
497,molten.polystyrene,熔融聚苯乙烯,0,0,1000,1000,false,null,null
498,styrene,苯乙烯,295,0,1000,1000,false,null,null
499,isoprene,异戊二烯,295,0,1000,1000,false,null,null
500,tetranitromethane,四硝基甲烷,295,0,1000,1000,false,null,null
501,ethenone,乙烯酮,295,0,-100,200,false,null,null
502,ethane,乙烷,295,0,-100,200,false,null,null
503,lightlyhydrocracked.ethane,轻度加氢裂化的乙烷,775,0,-100,200,false,null,null
504,moderatelyhydrocracked.ethane,中度加氢裂化的乙烷,775,0,-100,200,false,null,null
505,severelyhydrocracked.ethane,重度加氢裂化的乙烷,775,0,-100,200,false,null,null
506,lightlysteamcracked.ethane,轻度蒸汽裂化的乙烷,775,0,-100,200,false,null,null
507,moderatelysteamcracked.ethane,中度蒸汽裂化的乙烷,775,0,-100,200,false,null,null
508,severelysteamcracked.ethane,重度蒸汽裂化的乙烷,775,0,-100,200,false,null,null
509,propane,丙烷,295,0,-100,200,false,null,null
510,lightlyhydrocracked.propane,轻度加氢裂化的丙烷,775,0,-100,200,false,null,null
511,moderatelyhydrocracked.propane,中度加氢裂化的丙烷,775,0,-100,200,false,null,null
512,severelyhydrocracked.propane,重度加氢裂化的丙烷,775,0,-100,200,false,null,null
513,lightlysteamcracked.propane,轻度蒸汽裂化的丙烷,775,0,-100,200,false,null,null
514,moderatelysteamcracked.propane,中度蒸汽裂化的丙烷,775,0,-100,200,false,null,null
515,severelysteamcracked.propane,重度蒸汽裂化的丙烷,775,0,-100,200,false,null,null
516,butane,丁烷,295,0,-100,200,false,null,null
517,lightlyhydrocracked.butane,轻度加氢裂化的丁烷,775,0,-100,200,false,null,null
518,moderatelyhydrocracked.butane,中度加氢裂化的丁烷,775,0,-100,200,false,null,null
519,severelyhydrocracked.butane,重度加氢裂化的丁烷,775,0,-100,200,false,null,null
520,lightlysteamcracked.butane,轻度蒸汽裂化的丁烷,775,0,-100,200,false,null,null
521,moderatelysteamcracked.butane,中度蒸汽裂化的丁烷,775,0,-100,200,false,null,null
522,severelysteamcracked.butane,重度蒸汽裂化的丁烷,775,0,-100,200,false,null,null
523,butene,丁烯,295,0,-100,200,false,null,null
524,lightlyhydrocracked.butene,轻度加氢裂化的丁烯,775,0,-100,200,false,null,null
525,moderatelyhydrocracked.butene,中度加氢裂化的丁烯,775,0,-100,200,false,null,null
526,severelyhydrocracked.butene,重度加氢裂化的丁烯,775,0,-100,200,false,null,null
527,lightlysteamcracked.butene,轻度蒸汽裂化的丁烯,775,0,-100,200,false,null,null
528,moderatelysteamcracked.butene,中度蒸汽裂化的丁烯,775,0,-100,200,false,null,null
529,severelysteamcracked.butene,重度蒸汽裂化的丁烯,775,0,-100,200,false,null,null
530,butadiene,丁二烯,295,0,-100,200,false,null,null
531,lightlyhydrocracked.butadiene,轻度加氢裂化的丁二烯,775,0,-100,200,false,null,null
532,moderatelyhydrocracked.butadiene,中度加氢裂化的丁二烯,775,0,-100,200,false,null,null
533,severelyhydrocracked.butadiene,重度加氢裂化的丁二烯,775,0,-100,200,false,null,null
534,lightlysteamcracked.butadiene,轻度蒸汽裂化的丁二烯,775,0,-100,200,false,null,null
535,moderatelysteamcracked.butadiene,中度蒸汽裂化的丁二烯,775,0,-100,200,false,null,null
536,severelysteamcracked.butadiene,重度蒸汽裂化的丁二烯,775,0,-100,200,false,null,null
537,molten.styrenebutadienerubber,熔融丁苯橡胶,0,0,1000,1000,false,null,null
538,molten.polyvinylchloride,熔融聚氯乙烯,0,0,1000,1000,false,null,null
539,vinylchloride,氯乙烯,295,0,-100,200,false,null,null
540,sulfurdioxide,高纯二氧化硫,295,0,-100,200,false,null,null
541,sulfurtrioxide,三氧化硫,295,0,-100,200,false,null,null
542,"1,1dimethylhydrazine",偏二甲肼,295,0,1000,1000,false,null,null
543,chloramine,氯胺,295,0,1000,1000,false,null,null
544,dimethylamine,二甲胺,295,0,-100,200,false,null,null
545,dinitrogentetroxide,四氧化二氮,295,0,-100,200,false,null,null
546,nitricoxide,一氧化氮,295,0,-100,200,false,null,null
547,dimethyldichlorosilane,二甲基氯硅烷,295,0,1000,1000,false,null,null
548,chloromethane,氯甲烷,295,0,-100,200,false,null,null
549,tetrafluoroethylene,四氟乙烯,295,0,-100,200,false,null,null
550,hydrofluoricacid_gt5u,氢氟酸,295,0,1000,1000,false,null,null
551,chloroform,氯仿,295,0,1000,1000,false,null,null
552,aceticacid,乙酸,295,0,1000,1000,false,null,null
553,calciumacetatesolution,乙酸钙溶液,295,0,1000,1000,false,null,null
554,acetone,丙酮,295,0,1000,1000,false,null,null
555,methanol,甲醇,295,0,1000,1000,false,null,null
556,carbonmonoxide,一氧化碳,295,0,-100,200,false,null,null
557,ethylene,乙烯,295,0,-100,200,false,null,null
558,lightlyhydrocracked.ethylene,轻度加氢裂化的乙烯,775,0,-100,200,false,null,null
559,moderatelyhydrocracked.ethylene,中度加氢裂化的乙烯,775,0,-100,200,false,null,null
560,severelyhydrocracked.ethylene,重度加氢裂化的乙烯,775,0,-100,200,false,null,null
561,lightlysteamcracked.ethylene,轻度蒸汽裂化的乙烯,775,0,-100,200,false,null,null
562,moderatelysteamcracked.ethylene,中度蒸汽裂化的乙烯,775,0,-100,200,false,null,null
563,severelysteamcracked.ethylene,重度蒸汽裂化的乙烯,775,0,-100,200,false,null,null
564,propene,丙烯,295,0,-100,200,false,null,null
565,lightlyhydrocracked.propene,轻度加氢裂化的丙烯,775,0,-100,200,false,null,null
566,moderatelyhydrocracked.propene,中度加氢裂化的丙烯,775,0,-100,200,false,null,null
567,severelyhydrocracked.propene,重度加氢裂化的丙烯,775,0,-100,200,false,null,null
568,lightlysteamcracked.propene,轻度蒸汽裂化的丙烯,775,0,-100,200,false,null,null
569,moderatelysteamcracked.propene,中度蒸汽裂化的丙烯,775,0,-100,200,false,null,null
570,severelysteamcracked.propene,重度蒸汽裂化的丙烯,775,0,-100,200,false,null,null
571,vinylacetate,乙酸乙烯酯,295,0,1000,1000,false,null,null
572,polyvinylacetate,聚乙酸乙烯酯,295,0,1000,1000,false,null,null
573,methylacetate,乙酸甲酯,295,0,1000,1000,false,null,null
574,allylchloride,烯丙基氯,295,0,1000,1000,false,null,null
575,hydrochloricacid_gt5u,氢氯酸,295,0,1000,1000,false,null,null
576,hypochlorousacid,次氯酸,295,0,1000,1000,false,null,null
577,benzene,苯,295,0,1000,1000,false,null,null
578,phenol,苯酚,295,0,1000,1000,false,null,null
579,isopropylbenzene,异丙苯,295,0,1000,1000,false,null,null
580,phosphoricacid_gt5u,磷酸,295,0,1000,1000,false,null,null
581,saltwater,盐水,295,0,1000,1000,false,null,null
582,ironiiichloride,三氯化铁,295,0,1000,1000,false,null,null
583,molten.siliconsolargrade,熔融太阳能级硅(多晶硅),2273,8,1000,1000,false,null,null
584,silicontetrafluoride,四氟化硅,295,0,-100,200,false,null,null
585,silicontetrachloride,四氯化硅,204,0,1000,1000,false,null,null
586,trichlorosilane,三氯硅烷,139,0,1000,1000,false,null,null
587,hexachlorodisilane,六氯乙硅烷,272,0,1000,1000,false,null,null
588,dichlorosilane,二氯硅烷,295,0,-100,200,false,null,null
589,silane,硅烷,295,0,-100,200,false,null,null
590,molten.solderingalloy,熔融焊锡,400,0,1000,1000,false,null,null
591,molten.galliumarsenide,熔融砷化镓,696,0,1000,1000,false,null,null
592,molten.indiumgalliumphosphide,熔融磷化铟镓,349,0,1000,1000,false,null,null
593,molten.stainlesssteel,熔融不锈钢,1810,5,1000,1000,false,null,null
594,molten.steel,熔融钢,1811,5,1000,1000,false,null,null
595,molten.tinalloy,熔融锡铁合金,1158,1,1000,1000,false,null,null
596,molten.ultimet,熔融哈氏合金,2700,10,1000,1000,false,null,null
597,molten.vanadiumgallium,熔融钒镓合金,4500,15,1000,1000,false,null,null
598,molten.wroughtiron,熔融锻铁,1811,5,1000,1000,false,null,null
599,molten.yttriumbariumcuprate,熔融钇钡铜氧合金,4500,15,1000,1000,false,null,null
600,molten.ironwood,熔融铁木,1977,6,1000,1000,false,null,null
601,molten.borosilicateglass,熔融硼玻璃,0,0,1000,1000,false,null,null
602,molten.alumite,熔融耐酸铝,1063,1,1000,1000,false,null,null
603,molten.manyullyn,熔融玛玉灵,3600,15,1000,1000,false,null,null
604,molten.knightmetal,熔融骑士合金,2874,11,1000,1000,false,null,null
605,molten.sterlingsilver,熔融标准纯银,1258,2,1000,1000,false,null,null
606,molten.rosegold,熔融玫瑰金,1341,2,1000,1000,false,null,null
607,molten.blackbronze,熔融黑青铜,1328,2,1000,1000,false,null,null
608,molten.bismuthbronze,熔融铋青铜,1061,1,1000,1000,false,null,null
609,molten.blacksteel,熔融黑钢,1697,4,1000,1000,false,null,null
610,molten.redsteel,熔融红钢,1591,4,1000,1000,false,null,null
611,molten.bluesteel,熔融蓝钢,1617,4,1000,1000,false,null,null
612,molten.damascussteel,熔融大马士革钢,2000,6,1000,1000,false,null,null
613,molten.tungstensteel,熔融钨钢,4000,15,1000,1000,false,null,null
614,molten.redalloy,熔融红色合金,500,0,1000,1000,false,null,null
615,molten.cobaltbrass,熔融钴黄铜,1225,2,1000,1000,false,null,null
616,molten.sugar,熔融糖,283,0,1000,1000,false,null,null
617,molten.thaumium,熔融神秘锭,3405,14,1000,1000,false,null,null
618,molten.vinteum,熔融温特姆,3405,14,1000,1000,false,null,null
619,molten.chrysotile,熔融石棉,9400,15,1000,1000,false,null,null
620,molten.realgar,熔融雄黄,739,0,1000,1000,false,null,null
621,molten.ironmagnetic,熔融磁化铁,1811,5,1000,1000,false,null,null
622,molten.steelmagnetic,熔融磁化钢,1000,1,1000,1000,false,null,null
623,molten.neodymiummagnetic,熔融磁化钕,1297,2,1000,1000,false,null,null
624,molten.samariummagnetic,熔融磁化钐,1345,2,1000,1000,false,null,null
625,molten.tungstencarbide,熔融碳化钨,2460,9,1000,1000,false,null,null
626,molten.vanadiumsteel,熔融钒钢,1453,3,1000,1000,false,null,null
627,molten.hssg,熔融高速钢-G,4500,15,1000,1000,false,null,null
628,molten.hsse,熔融高速钢-E,5400,15,1000,1000,false,null,null
629,molten.hsss,熔融高速钢-S,5400,15,1000,1000,false,null,null
630,molten.tpvalloy,熔融钛铂钒合金,3000,12,1000,1000,false,null,null
631,dilutedsulfuricacid,稀硫酸,295,0,1000,1000,false,null,null
632,molten.epoxidfiberreinforced,熔融纤维强化的环氧树脂,400,0,1000,1000,false,null,null
633,redmud,赤泥,295,0,1000,1000,false,null,null
634,2nitrochlorobenzene,2-硝基氯苯,295,0,1000,1000,false,null,null
635,dimethylbenzene,邻二甲苯,248,0,1000,1000,false,null,null
636,phtalicacid,邻苯二甲酸,295,0,1000,1000,false,null,null
637,"3,3dichlorobenzidine","3,3'-二氯联苯胺",295,0,1000,1000,false,null,null
638,"3,3diaminobenzidine","3,3'-二氨基联苯胺",295,0,1000,1000,false,null,null
639,diphenylisophtalate,间苯二甲酸二苯酯,295,0,1000,1000,false,null,null
640,molten.polybenzimidazole,熔融聚苯并咪唑,1450,3,1000,1000,false,null,null
641,mtbereactionmixture,MTBE反应混合物,295,0,-100,200,false,null,null
642,nitrousoxide,一氧化二氮,295,0,-100,200,false,null,null
643,ethyltertbutylether,抗爆剂,295,0,1000,1000,false,null,null
644,octane,辛烷,295,0,1000,1000,false,null,null
645,rawgasoline,粗汽油,295,0,1000,1000,false,null,null
646,gasoline,汽油,295,0,1000,1000,false,null,null
647,highoctanegasoline,高辛烷值汽油,295,0,1000,1000,false,null,null
648,molten.electrotine,熔融蓝石,892,0,1000,1000,false,null,null
649,molten.galgadorian,熔融混合晶锭,3000,12,1000,1000,false,null,null
650,molten.enhancedgalgadorian,熔融强化混合晶锭,4500,15,1000,1000,false,null,null
651,molten.bloodinfusediron,熔融注血铁,2400,8,1000,1000,false,null,null
652,molten.shadow,熔融暗影金属,1800,5,1000,1000,false,null,null
653,molten.ledox,熔融深铅,1000,1,1000,1000,false,null,null
654,molten.quantium,熔融量子锭,9900,15,1000,1000,false,null,null
655,molten.mytryl,熔融深空秘银,3600,15,1000,1000,false,null,null
656,molten.blackplutonium,熔融黑钚,9000,15,1000,1000,false,null,null
657,molten.callistoice,熔融木卫四冰,1000,1,1000,1000,false,null,null
658,molten.duralumin,熔融硬铝,1600,4,1000,1000,false,null,null
659,molten.oriharukon,熔融奥利哈钢,5400,15,1000,1000,false,null,null
660,plasma.oriharukon,奥利哈钢等离子体,10000,15,55536,10,false,null,null
661,molten.mysteriouscrystal,熔融神秘水晶,7200,15,1000,1000,false,null,null
662,molten.redstonealloy,熔融红石合金,671,0,1000,1000,false,null,null
663,molten.soularium,熔融魂金,800,0,1000,1000,false,null,null
664,molten.conductiveiron,熔融导电铁,1238,2,1000,1000,false,null,null
665,molten.electricalsteel,熔融磁钢,1811,5,1000,1000,false,null,null
666,molten.energeticalloy,熔融充能合金,1424,3,1000,1000,false,null,null
667,molten.vibrantalloy,熔融脉冲合金,3300,13,1000,1000,false,null,null
668,molten.pulsatingiron,熔融脉冲铁,1519,3,1000,1000,false,null,null
669,molten.darksteel,熔融玄钢,2084,7,1000,1000,false,null,null
670,molten.endsteel,熔融末影钢,940,0,1000,1000,false,null,null
671,molten.crudesteel,熔融复合粘土,167,0,1000,1000,false,null,null
672,molten.crystallinealloy,熔融晶化合金,4500,15,1000,1000,false,null,null
673,molten.melodicalloy,熔融旋律合金,5400,15,1000,1000,false,null,null
674,molten.stellaralloy,熔融恒星合金,7200,15,1000,1000,false,null,null
675,molten.crystallinepinkslime,熔融晶化粉红史莱姆,5000,15,1000,1000,false,null,null
676,molten.energeticsilver,熔融充能银,1389,3,1000,1000,false,null,null
677,molten.vividalloy,熔融生动合金,3300,13,1000,1000,false,null,null
678,molten.enderium,熔融末影锭,4500,15,1000,1000,false,null,null
679,molten.mithril,熔融秘银,6600,15,1000,1000,false,null,null
680,molten.bluealloy,熔融蓝色合金,960,0,1000,1000,false,null,null
681,molten.shadowiron,熔融暗影铁,8400,15,1000,1000,false,null,null
682,molten.shadowsteel,熔融暗影钢,3006,12,1000,1000,false,null,null
683,molten.astralsilver,熔融星辰银,1957,6,1000,1000,false,null,null
684,molten.infinitycatalyst,熔融无尽催化剂,10800,15,1000,1000,false,null,null
685,molten.infinity,熔融无尽,10800,15,1000,1000,false,null,null
686,molten.bedrockium,熔融基岩,9900,15,1000,1000,false,null,null
687,molten.trinium,熔融三元金属,7200,15,1000,1000,false,null,null
688,molten.ichorium,熔融灵宝,9000,15,1000,1000,false,null,null
689,molten.cosmicneutronium,熔融宇宙中子态素,9900,15,1000,1000,false,null,null
690,molten.pentacadmiummagnesiumhexaoxid,熔融MV超导粗胚,2500,9,1000,1000,false,null,null
691,molten.titaniumonabariumdecacoppereikosaoxid,熔融HV超导粗胚,3300,13,1000,1000,false,null,null
692,molten.uraniumtriplatinid,熔融EV超导粗胚,4400,15,1000,1000,false,null,null
693,molten.vanadiumtriindinid,熔融IV超导粗胚,5200,15,1000,1000,false,null,null
