Category,Name,Key,Parents,ParentsHidden,Siblings,PermWarp,StickyWarp,Tag,ItemTrigger,EntityTrigger,AspectTrigger
THAUMICBASES,左轮枪升级:效率,TB.Revolver.Efficiency,TB.Revolver,,,0,0,8xOrdo;8xPermutatio,,,
THAUMICBASES,左轮枪升级:始源,TB.Revolver.Primal,TB.Revolver,,,2,2,8xTelum;8xAuram;16xAer;16xAqua;16xTerra;16xIgnis;16xOrdo;16xPerditio,,,
THAUMICBASES,红石瓜,TB.Redlon,TB.Metalleat,,,0,0,6xVictus;6xMachina;6xPotentia;6xMessis;6xOrdo;8xLucrum,,,
THAUMICBASES,白骨杖柄,TB.ROD_bone,,,,0,0,,,,
THAUMICBASES,左轮枪升级:睿智,TB.Revolver.Knowledge,TB.Revolver,,,0,0,8xCognitio;8xPraecantatio,,,
THAUMICBASES,彩虹仙人掌,TB.RainbowCacti,TB.Metalleat,,,0,0,6xVictus;6xPraecantatio;6xPermutatio;6xMessis;6xPerditio;8xSensus,,,
THAUMICBASES,左轮枪升级:污染,TB.Revolver.Tainted,TB.Revolver,,,2,1,8xVitium;8xPraecantatio,,,
THAUMICBASES,元始珍珠,TB.PRIMPEARL,,,,0,0,,,,
THAUMICBASES,左轮枪升级:速度,TB.Revolver.Speed,TB.Revolver,,,0,0,8xMotus;8xAer,,,
THAUMICBASES,铁钉,TB.Spike.Iron,TB.ENCHFABRIC,,,0,0,6xTelum;6xFames;6xMetallum,,,
THAUMICBASES,地狱树,TB.NetherSapling,TB.GoldenOak,,,0,0,8xArbor;8xIgnis;8xInfernus,,,
THAUMICBASES,左轮枪升级:穿刺,TB.Revolver.Piercing,TB.Revolver,,,0,0,8xTelum;8xAer,,,
THAUMICBASES,始源手镯,TB.Bracelet.Primal,TB.ROD_primal_staff;TB.Bracelet.Bone;TB.Bracelet.Quartz;TB.Bracelet.Ice;TB.Bracelet.Obsidian;TB.Bracelet.Blaze;TB.Bracelet.Reed;TB.Bracelet.Silverwood,,,2,2,6xAer;6xAqua;6xTerra;6xIgnis;6xOrdo;6xPerditio;12xPraecantatio;12xAlienis,,,
THAUMICBASES,左轮枪升级:银弹,TB.Revolver.Silver,TB.Revolver,,,0,0,8xMortuus;8xExanimis,,,
THAUMICBASES,寒冰手镯,TB.Bracelet.Ice,TB.ROD_ice,TB.Bracelet.Greatwood,,0,0,3xAqua;3xPraecantatio;3xFabrico;3xAuram;3xPermutatio,,,
THAUMICBASES,尖叫黑曜石,TB.CryingObs,TB.INFUSION,,,1,1,8xIter;8xVictus;8xSpiritus,,,
THAUMICBASES,虚空植物种子,TB.VoidSeed,TB.VOIDMETAL,,,3,2,6xVictus;6xAlienis;6xTenebrae,,,
THAUMICBASES,神秘杖芯,ROD_tbthaumium,TB.THAUMIUM,,,0,0,4xMetallum;3xPraecantatio;4xAuram;2xFabrico;6xHumanus,,,
THAUMICBASES,注魔法附魔,TB.INFUSIONENCHANTMENT,,,,0,0,,,,
THAUMICBASES,坩埚,TB.CRUCIBLE,,,,0,0,,,,
THAUMICBASES,黑曜石杖柄,TB.ROD_obsidian,,,,0,0,,,,
THAUMICBASES,银树烟斗,TB.SilverwoodPipe,TB.Tobacco,TB.INFUSION,,0,0,8xOrdo;8xSano;8xAuram,,,
THAUMICBASES,浓缩腐化瓶,TB.TaintFlask,TB.INFUSION,BOTTLETAINT,,3,2,10xVitium;15xAlienis;8xPerditio;12xPermutatio,,,
THAUMICBASES,世界盐复制,TB.SM,TB.CRUCIBLE;TB.Quicksilver;TB.Amber,,,0,0,4xAer;4xAqua;4xTerra;4xIgnis;4xOrdo;4xPerditio,,,
THAUMICBASES,元始杖芯,TB.ROD_primal_staff,,,,0,0,,,,
THAUMICBASES,始源蘑菇,TB.Ashroom,TB.Aurelia,,,0,0,6xVictus;6xPerditio;6xAuram;6xAer;4xMessis,,,
THAUMICBASES,水银制造,TB.Quicksilver,TB.CRUCIBLE,,,0,0,6xArbor;6xOrdo,,,
THAUMICBASES,奥术军械库,TB.Revolver,,TB.INFUSION,,0,0,5xTelum;5xIgnis;4xVacuos;2xInstrumentum;2xPotentia,,,
THAUMICBASES,左轮枪升级:重装,TB.Revolver.Heavy,TB.Revolver,,,0,0,8xTelum;8xMetallum,,,
THAUMICBASES,左轮枪升级:决斗,TB.Revolver.Dueling,TB.Revolver,,,0,0,8xMortuus;8xHumanus,,,
THAUMICBASES,高级解构工作台,TB.EntityDecAdv,TB.EntityDec,,,0,0,8xCognitio;8xMortuus,,,
THAUMICBASES,神秘手镯,TB.Bracelet.Thaumium,TB.Bracelet.Greatwood,TB.THAUMIUM;CAP_thauminite,,0,0,3xMetallum;3xPraecantatio;3xPotentia;3xAuram,,,
THAUMICBASES,左轮枪升级:虚空,TB.Revolver.Void,TB.Revolver,,,1,1,8xVacuos;8xMetallum,,,
THAUMICBASES,节点调节核心:稳定,TB.NodeFoci.Stability,TB.NodeMan,,,0,0,8xAuram;8xOrdo;8xPermutatio,,,
THAUMICBASES,混沌分解,TB.StrongEntropy,TB.AdvancedEntropy,,,0,0,2xPerditio;2xTelum,,,
THAUMICBASES,宏伟之木杖柄,TB.ROD_greatwood,,,,0,0,,,,
THAUMICBASES,节点调节核心:不稳定,TB.NodeFoci.Unstable,TB.NodeMan,,,0,0,8xAuram;8xPerditio;8xVacuos,,,
THAUMICBASES,源质蒸馏,TB.DISTILESSENTIA,,,,0,0,,,,
THAUMICBASES,和平树,TB.PeacefulSapling,TB.GoldenOak,,,0,0,8xVictus;8xSano;8xArbor,,,
THAUMICBASES,虚空钉,TB.Spike.Void,TB.Spike.Thaumic,TB.VOIDMETAL,,2,1,6xTelum;6xAlienis;6xTutamen,,,
THAUMICBASES,附魔:魔法之触,TB.MagicTouch,TB.INFUSIONENCHANTMENT,,,0,0,8xPraecantatio;8xAuram;8xTelum,,,
THAUMICBASES,咒波花,TB.Flaxium,TB.Aurelia,,,1,1,6xVictus;6xPerditio;6xAuram;6xPraecantatio,,,
THAUMICBASES,青金草,TB.Lazullia,TB.Metalleat,,,0,0,6xVictus;6xPraecantatio;6xLucrum;6xVitreus;6xHerba;8xSensus,,,
THAUMICBASES,石英杖柄,TB.ROD_quartz,,,,0,0,,,,
THAUMICBASES,虚空手镯,TB.Bracelet.Void,TB.Bracelet.Silverwood,TB.VOIDMETAL,,1,1,3xVacuos;3xPraecantatio;3xAlienis;3xAuram;3xPermutatio,,,
THAUMICBASES,节点调节核心:饕餮,TB.NodeFoci.Hunger,TB.NodeMan,,,0,0,8xAuram;16xFames;16xPotentia,,,
THAUMICBASES,炼金复原,TB.AlchemyRestoration,TB.CRUCIBLE,,,0,0,3xOrdo;3xPraecantatio;3xFabrico,,,
THAUMICBASES,附魔:异域杀手,TB.EldritchBane,TB.INFUSIONENCHANTMENT,,,0,0,8xMortuus;8xAlienis;8xTelum,,,
THAUMICBASES,魔法雪茄,TB.Tobacco,,TB.Plax,,0,0,4xMessis;4xMeto;4xHumanus;4xCognitio,,,
THAUMICBASES,饱食烟草,TB.Tobacco.Saturating,TB.Tobacco,,,0,0,4xCorpus;4xFames,,,
THAUMICBASES,金属草,TB.Metalleat,TB.BasicPlants,,,0,0,6xVictus;6xPraecantatio;6xMetallum;6xPermutatio,,,
THAUMICBASES,节点调节核心:污染,TB.NodeFoci.Taint,TB.NodeMan,,,2,1,8xAuram;16xVitium;8xPotentia,,,
THAUMICBASES,左轮枪升级:精准,TB.Revolver.Accuracy,TB.Revolver,,,0,0,8xOrdo;8xMachina;4xSensus,,,
THAUMICBASES,左轮枪升级:节肢杀手,TB.Revolver.Atropods,TB.Revolver,,,0,0,8xMortuus;8xBestia;4xPannus,,,
THAUMICBASES,节点调节核心:纯净,TB.NodeFoci.Purity,TB.NodeMan,,,0,0,8xAuram;8xVictus;8xOrdo,,,
THAUMICBASES,炼金草,TB.Lucrite,TB.Metalleat,TB.SMB,,1,1,6xLucrum;6xPraecantatio;6xHerba;6xFames,,,
THAUMICBASES,神秘自然,TB.BasicPlants,,TB.CRUCIBLE,,0,0,2xMessis;2xHerba,,,
THAUMICBASES,附魔:污染,TB.Tainted,TB.INFUSIONENCHANTMENT,,,2,1,16xVitium,,,
THAUMICBASES,奥术悬浮台,TB.LEVITATOR,,,,0,0,,,,
THAUMICBASES,法杖核心:咒波净化,TB.Foci.Flux,TB.INFUSION,JARVOID;FLUXSCRUB,,0,0,4xAqua;4xOrdo;4xVacuos,,,
THAUMICBASES,超吟附魔台,TB.Overchanter,TB.INFUSION,,,0,0,8xAer;8xAqua;8xTerra;8xIgnis;8xOrdo;8xPerditio;8xCognitio;8xPraecantatio,,,
THAUMICBASES,掌控魔力,TB.VISPOWER,,,,0,0,,,,
THAUMICBASES,高等混沌过程,TB.AdvancedEntropy,TB.CRUCIBLE,,,0,0,3xPerditio;3xPraecantatio;3xFabrico,,,
THAUMICBASES,世界盐块,TB.SMB,TB.SM,,,0,0,6xAer;6xAqua;6xTerra;6xIgnis;6xOrdo;6xPerditio;2xFabrico,,,
THAUMICBASES,奥术风箱,TB.BELLOWS,,,,0,0,,,,
THAUMICBASES,虚空金属,TB.VOIDMETAL,,,,0,0,,,,
THAUMICBASES,混沌过程精通,TB.MasterEntropy,TB.AdvancedEntropy,,,0,0,8xPerditio;4xPraecantatio;2xLucrum,,,
THAUMICBASES,奥术火盆,TB.Brazier,TB.Campfire,,,0,0,3xIgnis;3xCognitio;3xPerditio;3xPraecantatio;3xMotus,,,
THAUMICBASES,金手镯,TB.Bracelet.Gold,TB.Bracelet.Iron;TB.CAP_gold,,,0,0,3xMetallum;3xPraecantatio;3xLucrum,,,
THAUMICBASES,邪术烟草,TB.Tobacco.Eldritch,TB.Tobacco,TB.INFUSION,,1,1,4xMortuus;4xAlienis,,,
THAUMICBASES,节点调节核心:效率,TB.NodeFoci.Efficiency,TB.NodeMan,,,0,0,8xAuram;8xPraecantatio;8xPotentia,,,
THAUMICBASES,晶簇块,TB.CrystalBlocks,TB.AlchemyRestoration,,,0,0,8xAer;8xAqua;8xTerra;8xIgnis;8xOrdo;8xPerditio,,,
THAUMICBASES,烈焰手镯,TB.Bracelet.Blaze,TB.ROD_blaze,TB.Bracelet.Greatwood,,0,0,3xIgnis;3xPraecantatio;3xFabrico;3xAuram;3xPermutatio,,,
THAUMICBASES,实体粉碎机,TB.EntityDec,TB.INFUSION,,,1,1,8xCognitio;8xMortuus;8xSpiritus,,,
THAUMICBASES,琥珀制造,TB.Amber,TB.CRUCIBLE,,,0,0,6xVinculum;6xOrdo,,,
THAUMICBASES,石英手镯,TB.Bracelet.Quartz,TB.ROD_quartz,TB.Bracelet.Greatwood,,0,0,3xOrdo;3xPraecantatio;3xFabrico;3xAuram;3xPermutatio,,,
THAUMICBASES,白骨手镯,TB.Bracelet.Bone,TB.ROD_bone,TB.Bracelet.Greatwood,,1,1,3xPerditio;3xPraecantatio;3xFabrico;3xAuram;3xPermutatio,,,
THAUMICBASES,奥术手镯,TB.Bracelet.Iron,,,,0,0,3xMetallum;3xPraecantatio,,,
THAUMICBASES,甘蔗杖柄,TB.ROD_reed,,,,0,0,,,,
THAUMICBASES,心净烟草,TB.Tobacco.Sanity,TB.Tobacco,,,0,0,4xOrdo;4xCognitio,,,
THAUMICBASES,末影树,TB.EnderSapling,TB.GoldenOak,,,0,0,8xArbor;8xAlienis;8xVacuos,,,
THAUMICBASES,附魔:睿智,TB.ElderKnowledge,TB.INFUSIONENCHANTMENT,,,0,0,8xPraecantatio;8xCognitio;8xTelum,,,
THAUMICBASES,血腥神秘使法袍,TB.BloodyRobes,TB.Spike.Iron,,,2,1,6xFames;6xCorpus;6xTutamen,,,
THAUMICBASES,法杖核心:激活,TB.Foci.Activation,TB.INFUSION,MIRRORHAND,,0,0,4xIter;4xMotus;4xSensus,,,
THAUMICBASES,荧光花,TB.Glieonia,TB.Aurelia,,,0,0,6xVictus;6xLux;6xSensus;6xIgnis;4xHerba,,,
THAUMICBASES,节点调节核心:凶险,TB.NodeFoci.Sinister,TB.NodeMan,,,0,0,8xAuram;8xExanimis;8xPerditio,,,
THAUMICBASES,金杖端,TB.CAP_gold,,,,0,0,,,,
THAUMICBASES,炼金回溯,TB.Backprocessing,TB.AlchemyRestoration;TB.AdvancedEntropy,,,0,0,8xOrdo;8xPermutatio;8xFabrico,,,
THAUMICBASES,灵气花,TB.Aurelia,TB.BasicPlants,,,1,1,6xVictus;6xPraecantatio;6xAuram,,,
THAUMICBASES,愤怒烟草,TB.Tobacco.Angry,TB.Tobacco,,,0,0,4xTelum;4xFames,,,
THAUMICBASES,寒霜杖柄,TB.ROD_ice,,,,0,0,,,,
THAUMICBASES,魔力熔岩,TB.Pyrofluid,TB.CRUCIBLE,,,0,0,16xIgnis;6xPraecantatio;8xAlienis;6xLucrum,,,
THAUMICBASES,虚空杖芯,ROD_tbvoid,ROD_tbthaumium;TB.VOIDMETAL,,,2,2,4xAlienis;3xPraecantatio;4xAuram;2xVacuos;6xCognitio,,,
THAUMICBASES,神秘树木学,TB.GoldenOak,TB.Briar,TB.INFUSION,,0,0,8xLucrum;8xFames;8xMessis,,,
THAUMICBASES,矿石分解,TB.OreDestruction,TB.MasterEntropy,,,0,0,8xPerditio;4xPraecantatio;1xOrdo;1xIgnis;1xAer;1xTerra;1xAqua,,,
THAUMICBASES,睿智烟草,TB.Tobacco.Wisdom,TB.Tobacco,,,0,0,4xCognitio;4xAer,,,
THAUMICBASES,神秘钉,TB.Spike.Thaumic,TB.Spike.Iron,TB.THAUMIUM,,1,1,6xTelum;6xPraecantatio;6xMachina,,,
THAUMICBASES,神秘锭,TB.THAUMIUM,,,,0,0,,,,
THAUMICBASES,节点调节核心:速度,TB.NodeFoci.Speed,TB.NodeMan,,,0,0,8xAuram;8xMotus;8xPotentia,,,
THAUMICBASES,治愈草,TB.Briar,TB.Plax,,,0,0,4xMessis;4xHerba;4xSano,,,
THAUMICBASES,左轮枪升级:异域杀手,TB.Revolver.EldritchBane,TB.Revolver,,,0,0,8xMortuus;4xAlienis,,,
TT_CATEGORY,法杖核心:阴影之束,FOCUS_SHADOWBEAM,ROD_ICHORCLOTH,WARP;RESEARCH;ENCHANT;NODES;RESEARCHDUPE;ORE;ASPECTS;KNOWFRAG;RESEARCHER2;CRIMSON;NODEJAR;RESEARCHER1;NODETAPPER2;DECONSTRUCTOR;NODETAPPER1;THAUMONOMICON;PLANTS;NODEPRESERVE;PECH;NODESTABILIZER;WANDPEDFOC;VAMPBAT;ROD_bone;BASICTHAUMATURGY;FOCUSEXCAVATION;SCEPTRE;ROD_quartz_staff;FOCUSHELLBAT;VISCHARGERELAY;ROD_ice;NODESTABILIZERADV;ROD_reed;ROD_greatwood_staff;ROD_silverwood_staff;FOCUSFROST;VISAMULET;FOCALMANIPULATION;FOCUSFIRE;CAP_gold;ROD_silverwood;VISPOWER;FOCUSPOUCH;CAP_copper;ROD_reed_staff;FOCUSSHOCK;CAP_silver;ROD_quartz;FOCUSWARDING;ROD_obsidian;FOCUSPORTABLEHOLE;CAP_thaumium;ROD_greatwood;ROD_blaze;ROD_bone_staff;ROD_obsidian_staff;FOCUSTRADE;ROD_ice_staff;WANDPED;ROD_blaze_staff;ALUMENTUM;BATHSALTS;CRUCIBLE;ENTROPICPROCESSING;TRANSIRON;THAUMATORIUM;ALCHEMICALMANUFACTURE;LIQUIDDEATH;TUBES;TRANSTIN;SANESOAP;ETHEREALBLOOM;TALLOW;PURESILVER;PURETIN;TRANSCOPPER;ESSENTIACRYSTAL;ARCANESPA;CENTRIFUGE;TRANSSILVER;PUREIRON;ALCHEMICALDUPLICATION;JARVOID;NITOR;BOTTLETAINT;PUREGOLD;DISTILESSENTIA;PHIAL;TUBEFILTER;PURELEAD;THAUMIUM;TRANSLEAD;TRANSGOLD;PURECOPPER;JARLABEL;RUNICEMERGENCY;GOGGLES;ENCHFABRIC;ELEMENTALPICK;ELEMENTALAXE;TABLE;INFERNALFURNACE;BANNERS;ELEMENTALSHOVEL;LEVITATOR;HOVERGIRDLE;WARDEDARCANA;BASICARTIFACE;FLUXSCRUB;THAUMOMETER;BOOTSTRAVELLER;RESTABLE;MIRRORESSENTIA;PRIMALARROW;ARCANEEAR;GRATE;RUNICCHARGED;RUNICHEALING;HOVERHARNESS;MIRROR;ALCHGRATE;LAMPGROWTH;MASKGRINNINGDEVIL;ELEMENTALHOE;MIRRORHAND;ARCTABLE;INFUSION;RUNICKINETIC;PAVEWARD;MASKANGRYGHOST;MASKSIPPINGFIEND;ARCANELAMP;ARMORFORTRESS;BELLOWS;HELMGOGGLES;RUNICARMOR;RUNICAUGMENTATION;LAMPFERTILITY;BONEBOW;ARCANESTONE;SINSTONE;ELEMENTALSWORD;PAVETRAVEL;JARBRAIN;ARCANEBORE;INFUSIONENCHANTMENT;GOLEMCLAY;UPGRADEWATER;HUNGRYCHEST;GOLEMTALLOW;GOLEMWOOD;GOLEMFLESH;UPGRADEEARTH;TINYDART;UPGRADEFIRE;UPGRADEENTROPY;COREUSE;TINYHAMMER;TRAVELTRUNK;TINYBOWTIE;GOLEMBELL;CORESORTING;GOLEMTHAUMIUM;TINYHAT;TINYFEZ;CORELUMBER;TINYGLASSES;TINYVISOR;UPGRADEAIR;COREFISHING;COREGATHER;COREHARVEST;COREBUTCHER;COREGUARD;ADVANCEDGOLEM;TINYARMOR;COREFILL;GOLEMFETTER;GOLEMSTRAW;COREALCHEMY;GOLEMSTONE;GOLEMIRON;CORELIQUID;COREEMPTY;UPGRADEORDER;TTENCH_VALIANCE;TTENCH_SHOCKWAVE;TTENCH_ASCENT_BOOST;TTENCH_DISPERSED;GASEOUS_SHADOW;FOCUS_DEFLECT;TTENCH_SLOW_FALL;TTENCH_FOCUSED;TTENCH_SHATTER;FOCUS_DISLOCATION;TTENCH_TUNNEL;FOCUS_HEAL;FOCUS_TELEKINESIS;GASEOUS_LIGHT;TTENCH_VAMPIRISM;TTENCH_FINAL;CLEANSING_TALISMAN;XP_TALISMAN;TTENCH_QUICK_DRAW;TTENCH_POUNCE;TTENCH_DESINTEGRATE;GAS_REMOVER;TTENCH_AUTO_SMELT;FOCUS_ENDER_CHEST,,2,2,15xTenebrae;15xPraecantatio;12xAlienis;9xTelum;6xTempestas;3xMotus,,,
TT_CATEGORY,附魔:英勇,TTENCH_VALIANCE,TTENCH_VAMPIRISM,,,0,0,15xSano;15xTelum;12xPraecantatio;9xAlienis;6xAuram;3xBestia,,,
TT_CATEGORY,附魔:震荡波,TTENCH_SHOCKWAVE,TTENCH_SLOW_FALL,,,0,0,15xAer;15xPerditio;12xTutamen;9xPraecantatio;6xAuram;3xVolatus,,,
TT_CATEGORY,灵宝工具,ICHOR_TOOLS,ICHORIUM,ROD_ICHORCLOTH;WARP;RESEARCH;ENCHANT;NODES;RESEARCHDUPE;ORE;ASPECTS;KNOWFRAG;RESEARCHER2;CRIMSON;NODEJAR;RESEARCHER1;NODETAPPER2;DECONSTRUCTOR;NODETAPPER1;THAUMONOMICON;PLANTS;NODEPRESERVE;PECH;NODESTABILIZER;WANDPEDFOC;VAMPBAT;ROD_bone;BASICTHAUMATURGY;FOCUSEXCAVATION;SCEPTRE;ROD_quartz_staff;FOCUSHELLBAT;VISCHARGERELAY;ROD_ice;NODESTABILIZERADV;ROD_reed;ROD_greatwood_staff;ROD_silverwood_staff;FOCUSFROST;VISAMULET;FOCALMANIPULATION;FOCUSFIRE;CAP_gold;ROD_silverwood;VISPOWER;FOCUSPOUCH;CAP_copper;ROD_reed_staff;FOCUSSHOCK;CAP_silver;ROD_quartz;FOCUSWARDING;ROD_obsidian;FOCUSPORTABLEHOLE;CAP_thaumium;ROD_greatwood;ROD_blaze;ROD_bone_staff;ROD_obsidian_staff;FOCUSTRADE;ROD_ice_staff;WANDPED;ROD_blaze_staff;ALUMENTUM;BATHSALTS;CRUCIBLE;ENTROPICPROCESSING;TRANSIRON;THAUMATORIUM;ALCHEMICALMANUFACTURE;LIQUIDDEATH;TUBES;TRANSTIN;SANESOAP;ETHEREALBLOOM;TALLOW;PURESILVER;PURETIN;TRANSCOPPER;ESSENTIACRYSTAL;ARCANESPA;CENTRIFUGE;TRANSSILVER;PUREIRON;ALCHEMICALDUPLICATION;JARVOID;NITOR;BOTTLETAINT;PUREGOLD;DISTILESSENTIA;PHIAL;TUBEFILTER;PURELEAD;THAUMIUM;TRANSLEAD;TRANSGOLD;PURECOPPER;JARLABEL;RUNICEMERGENCY;GOGGLES;ENCHFABRIC;ELEMENTALPICK;ELEMENTALAXE;TABLE;INFERNALFURNACE;BANNERS;ELEMENTALSHOVEL;LEVITATOR;HOVERGIRDLE;WARDEDARCANA;BASICARTIFACE;FLUXSCRUB;THAUMOMETER;BOOTSTRAVELLER;RESTABLE;MIRRORESSENTIA;PRIMALARROW;ARCANEEAR;GRATE;RUNICCHARGED;RUNICHEALING;HOVERHARNESS;MIRROR;ALCHGRATE;LAMPGROWTH;MASKGRINNINGDEVIL;ELEMENTALHOE;MIRRORHAND;ARCTABLE;INFUSION;RUNICKINETIC;PAVEWARD;MASKANGRYGHOST;MASKSIPPINGFIEND;ARCANELAMP;ARMORFORTRESS;BELLOWS;HELMGOGGLES;RUNICARMOR;RUNICAUGMENTATION;LAMPFERTILITY;BONEBOW;ARCANESTONE;SINSTONE;ELEMENTALSWORD;PAVETRAVEL;JARBRAIN;ARCANEBORE;INFUSIONENCHANTMENT;GOLEMCLAY;UPGRADEWATER;HUNGRYCHEST;GOLEMTALLOW;GOLEMWOOD;GOLEMFLESH;UPGRADEEARTH;TINYDART;UPGRADEFIRE;UPGRADEENTROPY;COREUSE;TINYHAMMER;TRAVELTRUNK;TINYBOWTIE;GOLEMBELL;CORESORTING;GOLEMTHAUMIUM;TINYHAT;TINYFEZ;CORELUMBER;TINYGLASSES;TINYVISOR;UPGRADEAIR;COREFISHING;COREGATHER;COREHARVEST;COREBUTCHER;COREGUARD;ADVANCEDGOLEM;TINYARMOR;COREFILL;GOLEMFETTER;GOLEMSTRAW;COREALCHEMY;GOLEMSTONE;GOLEMIRON;CORELIQUID;COREEMPTY;UPGRADEORDER;FOCUS_TELEKINESIS;TTENCH_VAMPIRISM;TTENCH_VALIANCE;TTENCH_SHOCKWAVE;TTENCH_FINAL;TTENCH_ASCENT_BOOST;TTENCH_DISPERSED;TTENCH_SLOW_FALL;TTENCH_FOCUSED;TTENCH_SHATTER;TTENCH_QUICK_DRAW;TTENCH_POUNCE;FOCUS_DISLOCATION;TTENCH_DESINTEGRATE;GAS_REMOVER;TTENCH_AUTO_SMELT;TTENCH_TUNNEL;FOCUS_ENDER_CHEST;FOCUS_HEAL,,2,1,18xInstrumentum;15xTelum;12xMetallum;9xFabrico;6xPraecantatio;3xAlienis,,,
TT_CATEGORY,暗影安瓿,GASEOUS_SHADOW,GASEOUS_LIGHT,,,0,0,12xIgnis;12xTenebrae;9xAer;6xMotus;3xPraecantatio,,,
TT_CATEGORY,法杖核心:扭曲,FOCUS_DEFLECT,FOCUS_SMELT;FOCUS_FLIGHT,INFUSION,,0,0,15xAlienis;12xPraecantatio;9xPermutatio;6xAuram;3xAer,,,
TT_CATEGORY,附魔:单杀,TTENCH_FOCUSED,TTENCH_VAMPIRISM,,,0,0,15xOrdo;15xTelum;12xPraecantatio;9xAlienis;6xAuram;3xBestia,,,
TT_CATEGORY,天域平台,PLATFORM,CLEANSING_TALISMAN,,,0,0,12xSensus;9xArbor;6xMotus;3xIter;3xPraecantatio,,,
TT_CATEGORY,元素之焰:巽风,FIREAER,INFUSION;BRIGHT_NITOR;ELDRITCHMINOR,,,5,5,15xAer;12xLux;9xMotus;3xPraecantatio,,,
TT_CATEGORY,奥法修复台,REPAIRER,FUNNEL;INFUSION,INFUSION;THAUMIUM;ENCHFABRIC,,0,0,15xInstrumentum;12xFabrico;9xOrdo;6xPotentia;3xPraecantatio,,,
TT_CATEGORY,矢量变换接口,INTERFACE,INFUSION;DARKQUARTZ,,,0,0,12xOrdo;9xPerditio;6xPotentia;3xAqua,,,
TT_CATEGORY,怪物召唤,SUMMON,BLOOD_SWORD,INFUSION,,3,2,15xTelum;12xBestia;9xPraecantatio;6xSpiritus;3xTerra,,,
