Ore Name,ItemStack,Item ID,Display Name,Wildcard
batteryUV,1xgt.metaitem.01@32605,gregtech:gt.metaitem.01,终极电池,false
batteryUV,1xgt.metaitem.01@32737,gregtech:gt.metaitem.01,能量簇,false
batteryUV,1xgt.metaitem.01@32560,gregtech:gt.metaitem.01,大型超能硅岩电池,false
batteryUXV,1xgt.metaitem.01@32594,gregtech:gt.metaitem.01,极·终极电池,false
batteryUXV,1xgt.metaitem.01@32590,gregtech:gt.metaitem.01,大型无尽锭电池,false
batteryUltimate,1xgt.metaitem.01@32597,gregtech:gt.metaitem.01,兰波顿能量球,false
batteryUltimate,1xgt.metaitem.01@32599,gregtech:gt.metaitem.01,兰波顿能量球簇,false
batteryUltimate,1xgt.metaitem.01@32736,gregtech:gt.metaitem.01,能量模块,false
batteryZPM,1xgt.metaitem.01@32598,gregtech:gt.metaitem.01,零点模块,false
batteryZPM,1xgt.metaitem.01@32736,gregtech:gt.metaitem.01,能量模块,false
batteryZPM,1xgt.metaitem.01@32555,gregtech:gt.metaitem.01,中型超能硅岩电池,false
baubleAmuletGold,1xitem.ItemBaubleBlanks@0,Thaumcraft:ItemBaubleBlanks,凡人护身符,false
baubleBeltBase,1xitem.TravellersGear.simpleGear@1,TravellersGear:simpleGear,腰带,false
baubleBeltBase,1xitem.ItemBaubleBlanks@2,Thaumcraft:ItemBaubleBlanks,凡人腰带,false
baubleRingGold,1xitem.TravellersGear.simpleGear@2,TravellersGear:simpleGear,金指环,false
baubleRingGold,1xitem.ItemBaubleBlanks@1,Thaumcraft:ItemBaubleBlanks,凡人指环,false
baubleRingSilver,1xitem.TravellersGear.simpleGear@3,TravellersGear:simpleGear,银指环,false
beeComb,1xitem.for.beeCombs@32767,Forestry:beeCombs,(wildcard),true
beeComb,1xitem.comb@0,MagicBees:comb,平凡蜂窝,false
beeComb,1xitem.honeyComb@32767,ExtraBees:honeyComb,(wildcard),true
beeComb,1xitem.gt.comb@0,gregtech:gt.comb,褐煤蜂窝,false
beeComb,1xitem.gt.comb@1,gregtech:gt.comb,煤蜂窝,false
beeComb,1xitem.gt.comb@2,gregtech:gt.comb,粘性树脂蜂窝,false
beeComb,1xitem.gt.comb@3,gregtech:gt.comb,石油蜂窝,false
beeComb,1xitem.gt.comb@4,gregtech:gt.comb,磷灰石蜂窝,false
beeComb,1xitem.gt.comb@5,gregtech:gt.comb,灰烬蜂窝,false
beeComb,1xitem.gt.comb@6,gregtech:gt.comb,冷却液蜂窝,false
beeComb,1xitem.gt.comb@7,gregtech:gt.comb,充能蜂窝,false
beeComb,1xitem.gt.comb@8,gregtech:gt.comb,兰波顿蜂窝,false
beeComb,1xitem.gt.comb@9,gregtech:gt.comb,炽焱蜂窝,false
beeComb,1xitem.gt.comb@10,gregtech:gt.comb,凛冰蜂窝,false
beeComb,1xitem.gt.comb@11,gregtech:gt.comb,红色合金蜂窝,false
beeComb,1xitem.gt.comb@12,gregtech:gt.comb,红石合金蜂窝,false
beeComb,1xitem.gt.comb@13,gregtech:gt.comb,导电铁蜂窝,false
beeComb,1xitem.gt.comb@14,gregtech:gt.comb,脉冲合金蜂窝,false
beeComb,1xitem.gt.comb@15,gregtech:gt.comb,充能合金蜂窝,false
beeComb,1xitem.gt.comb@16,gregtech:gt.comb,磁钢蜂窝,false
beeComb,1xitem.gt.comb@17,gregtech:gt.comb,玄钢蜂窝,false
beeComb,1xitem.gt.comb@18,gregtech:gt.comb,脉冲铁蜂窝,false
beeComb,1xitem.gt.comb@19,gregtech:gt.comb,不锈钢蜂窝,false
beeComb,1xitem.gt.comb@20,gregtech:gt.comb,末影(te)蜂窝,false
beeComb,1xitem.gt.comb@21,gregtech:gt.comb,神秘尘蜂窝,false
beeComb,1xitem.gt.comb@22,gregtech:gt.comb,神秘碎片蜂窝,false
beeComb,1xitem.gt.comb@23,gregtech:gt.comb,琥珀蜂窝,false
beeComb,1xitem.gt.comb@24,gregtech:gt.comb,水银蜂窝,false
beeComb,1xitem.gt.comb@25,gregtech:gt.comb,世界盐蜂窝,false
beeComb,1xitem.gt.comb@26,gregtech:gt.comb,腐化蜂窝,false
beeComb,1xitem.gt.comb@27,gregtech:gt.comb,秘银蜂窝,false
beeComb,1xitem.gt.comb@28,gregtech:gt.comb,星辰银蜂窝,false
beeComb,1xitem.gt.comb@29,gregtech:gt.comb,秘晶蜂窝,false
beeComb,1xitem.gt.comb@30,gregtech:gt.comb,暗影金属蜂窝,false
beeComb,1xitem.gt.comb@31,gregtech:gt.comb,切割蜂窝,false
beeComb,1xitem.gt.comb@32,gregtech:gt.comb,璀璨蜂窝,false
beeComb,1xitem.gt.comb@33,gregtech:gt.comb,石头蜂窝,false
beeComb,1xitem.gt.comb@34,gregtech:gt.comb,赛特斯蜂窝,false
beeComb,1xitem.gt.comb@35,gregtech:gt.comb,福鲁伊克斯蜂窝,false
beeComb,1xitem.gt.comb@36,gregtech:gt.comb,红石蜂窝,false
beeComb,1xitem.gt.comb@37,gregtech:gt.comb,稀土蜂窝,false
beeComb,1xitem.gt.comb@38,gregtech:gt.comb,青金石蜂窝,false
beeComb,1xitem.gt.comb@39,gregtech:gt.comb,红宝石蜂窝,false
beeComb,1xitem.gt.comb@40,gregtech:gt.comb,红石榴石蜂窝,false
beeComb,1xitem.gt.comb@41,gregtech:gt.comb,黄石榴石蜂窝,false
beeComb,1xitem.gt.comb@42,gregtech:gt.comb,蓝宝石蜂窝,false
beeComb,1xitem.gt.comb@43,gregtech:gt.comb,钻石蜂窝,false
beeComb,1xitem.gt.comb@44,gregtech:gt.comb,橄榄石蜂窝,false
beeComb,1xitem.gt.comb@45,gregtech:gt.comb,绿宝石蜂窝,false
beeComb,1xitem.gt.comb@46,gregtech:gt.comb,镁铝榴石蜂窝,false
beeComb,1xitem.gt.comb@47,gregtech:gt.comb,钙铝榴石蜂窝,false
beeComb,1xitem.gt.comb@48,gregtech:gt.comb,火石蜂窝,false
beeComb,1xitem.gt.comb@49,gregtech:gt.comb,碎石蜂窝,false
beeComb,1xitem.gt.comb@50,gregtech:gt.comb,铜蜂窝,false
beeComb,1xitem.gt.comb@51,gregtech:gt.comb,锡蜂窝,false
beeComb,1xitem.gt.comb@52,gregtech:gt.comb,铅蜂窝,false
beeComb,1xitem.gt.comb@53,gregtech:gt.comb,铁蜂窝,false
beeComb,1xitem.gt.comb@54,gregtech:gt.comb,钢蜂窝,false
beeComb,1xitem.gt.comb@55,gregtech:gt.comb,镍蜂窝,false
beeComb,1xitem.gt.comb@56,gregtech:gt.comb,锌蜂窝,false
beeComb,1xitem.gt.comb@57,gregtech:gt.comb,银蜂窝,false
beeComb,1xitem.gt.comb@58,gregtech:gt.comb,金蜂窝,false
beeComb,1xitem.gt.comb@59,gregtech:gt.comb,硫蜂窝,false
beeComb,1xitem.gt.comb@60,gregtech:gt.comb,镓蜂窝,false
beeComb,1xitem.gt.comb@61,gregtech:gt.comb,砷蜂窝,false
beeComb,1xitem.gt.comb@62,gregtech:gt.comb,铝土蜂窝,false
beeComb,1xitem.gt.comb@63,gregtech:gt.comb,铝蜂窝,false
beeComb,1xitem.gt.comb@64,gregtech:gt.comb,锰蜂窝,false
beeComb,1xitem.gt.comb@65,gregtech:gt.comb,镁蜂窝,false
beeComb,1xitem.gt.comb@66,gregtech:gt.comb,钛蜂窝,false
beeComb,1xitem.gt.comb@67,gregtech:gt.comb,铬蜂窝,false
beeComb,1xitem.gt.comb@68,gregtech:gt.comb,钨蜂窝,false
beeComb,1xitem.gt.comb@69,gregtech:gt.comb,铂蜂窝,false
beeComb,1xitem.gt.comb@70,gregtech:gt.comb,铱蜂窝,false
beeComb,1xitem.gt.comb@71,gregtech:gt.comb,钼蜂窝,false
beeComb,1xitem.gt.comb@72,gregtech:gt.comb,锇蜂窝,false
beeComb,1xitem.gt.comb@73,gregtech:gt.comb,锂蜂窝,false
beeComb,1xitem.gt.comb@74,gregtech:gt.comb,盐蜂窝,false
beeComb,1xitem.gt.comb@75,gregtech:gt.comb,蓝石蜂窝,false
beeComb,1xitem.gt.comb@76,gregtech:gt.comb,铁铝榴石蜂窝,false
beeComb,1xitem.gt.comb@77,gregtech:gt.comb,铀蜂窝,false
beeComb,1xitem.gt.comb@78,gregtech:gt.comb,钚蜂窝,false
beeComb,1xitem.gt.comb@79,gregtech:gt.comb,硅岩蜂窝,false
beeComb,1xitem.gt.comb@80,gregtech:gt.comb,超能硅岩蜂窝,false
beeComb,1xitem.gt.comb@81,gregtech:gt.comb,魔晶蜂窝,false
beeComb,1xitem.gt.comb@82,gregtech:gt.comb,钍蜂窝,false
beeComb,1xitem.gt.comb@83,gregtech:gt.comb,镥蜂窝,false
beeComb,1xitem.gt.comb@84,gregtech:gt.comb,镅蜂窝,false
beeComb,1xitem.gt.comb@85,gregtech:gt.comb,中子态素蜂窝,false
beeComb,1xitem.gt.comb@86,gregtech:gt.comb,娜迦蜂窝,false
beeComb,1xitem.gt.comb@87,gregtech:gt.comb,巫妖蜂窝,false
beeComb,1xitem.gt.comb@88,gregtech:gt.comb,九头蛇蜂窝,false
beeComb,1xitem.gt.comb@89,gregtech:gt.comb,暮色恶魂蜂窝,false
beeComb,1xitem.gt.comb@90,gregtech:gt.comb,冰雪女王蜂窝,false
beeComb,1xitem.gt.comb@91,gregtech:gt.comb,太空蜂窝,false
beeComb,1xitem.gt.comb@92,gregtech:gt.comb,陨铁蜂窝,false
beeComb,1xitem.gt.comb@93,gregtech:gt.comb,戴斯蜂窝,false
beeComb,1xitem.gt.comb@94,gregtech:gt.comb,深铅蜂窝,false
beeComb,1xitem.gt.comb@95,gregtech:gt.comb,木卫四冰蜂窝,false
beeComb,1xitem.gt.comb@96,gregtech:gt.comb,深空秘银蜂窝,false
beeComb,1xitem.gt.comb@97,gregtech:gt.comb,量子蜂窝,false
beeComb,1xitem.gt.comb@98,gregtech:gt.comb,奥利哈钢蜂窝,false
beeComb,1xitem.gt.comb@99,gregtech:gt.comb,神秘水晶蜂窝,false
beeComb,1xitem.gt.comb@100,gregtech:gt.comb,黑钚蜂窝,false
beeComb,1xitem.gt.comb@101,gregtech:gt.comb,三元金属蜂窝,false
beeComb,1xitem.gt.comb@102,gregtech:gt.comb,水星蜂窝,false
beeComb,1xitem.gt.comb@103,gregtech:gt.comb,金星蜂窝,false
beeComb,1xitem.gt.comb@104,gregtech:gt.comb,月球蜂窝,false
beeComb,1xitem.gt.comb@105,gregtech:gt.comb,火星蜂窝,false
beeComb,1xitem.gt.comb@106,gregtech:gt.comb,木星蜂窝,false
beeComb,1xitem.gt.comb@107,gregtech:gt.comb,土星蜂窝,false
beeComb,1xitem.gt.comb@108,gregtech:gt.comb,天王星蜂窝,false
beeComb,1xitem.gt.comb@109,gregtech:gt.comb,海王星蜂窝,false
beeComb,1xitem.gt.comb@110,gregtech:gt.comb,冥王星蜂窝,false
beeComb,1xitem.gt.comb@111,gregtech:gt.comb,妊神星蜂窝,false
beeComb,1xitem.gt.comb@112,gregtech:gt.comb,鸟神星蜂窝,false
beeComb,1xitem.gt.comb@113,gregtech:gt.comb,半人马蜂窝,false
beeComb,1xitem.gt.comb@114,gregtech:gt.comb,鲸鱼座T星蜂窝,false
beeComb,1xitem.gt.comb@115,gregtech:gt.comb,巴纳德蜂窝,false
beeComb,1xitem.gt.comb@116,gregtech:gt.comb,织女一蜂窝,false
beeComb,1xitem.gt.comb@117,gregtech:gt.comb,宇宙中子态素蜂窝,false
beeComb,1xitem.gt.comb@118,gregtech:gt.comb,无尽催化剂蜂窝,false
beeComb,1xitem.gt.comb@119,gregtech:gt.comb,无尽蜂窝,false
beeComb,1xitem.gt.comb@120,gregtech:gt.comb,末影粉末蜂窝,false
beeComb,1xitem.gt.comb@121,gregtech:gt.comb,外质蜂窝,false
beeComb,1xitem.gt.comb@122,gregtech:gt.comb,奥术碎片蜂窝,false
beeComb,1xitem.gt.comb@123,gregtech:gt.comb,星尘蜂窝,false
beeComb,1xitem.gt.comb@124,gregtech:gt.comb,龙之精华蜂窝,false
beeComb,1xitem.gt.comb@125,gregtech:gt.comb,末影人蜂窝,false
beeComb,1xitem.gt.comb@126,gregtech:gt.comb,蠹虫蜂窝,false
beeComb,1xitem.gt.comb@127,gregtech:gt.comb,终末蜂窝,false
beeComb,1xitem.gt.comb@128,gregtech:gt.comb,符文1蜂窝,false
beeComb,1xitem.gt.comb@129,gregtech:gt.comb,符文2蜂窝,false
beeComb,1xitem.gt.comb@130,gregtech:gt.comb,炎之精华蜂窝,false
beeComb,1xitem.gt.comb@131,gregtech:gt.comb,冰晶石蜂窝,false
beeComb,1xitem.gt.comb@132,gregtech:gt.comb,氦蜂窝,false
beeComb,1xitem.gt.comb@133,gregtech:gt.comb,氩蜂窝,false
beeComb,1xitem.gt.comb@134,gregtech:gt.comb,氙蜂窝,false
beeComb,1xitem.gt.comb@135,gregtech:gt.comb,氖蜂窝,false
beeComb,1xitem.gt.comb@136,gregtech:gt.comb,氪蜂窝,false
beeComb,1xitem.gt.comb@137,gregtech:gt.comb,氮蜂窝,false
beeComb,1xitem.gt.comb@138,gregtech:gt.comb,氧蜂窝,false
beeComb,1xitem.gt.comb@139,gregtech:gt.comb,氢蜂窝,false
beeComb,1xitem.gt.comb@140,gregtech:gt.comb,磷蜂窝,false
beeComb,1xitem.gt.comb@141,gregtech:gt.comb,云母蜂窝,false
beeComb,1xitem.gt.comb@142,gregtech:gt.comb,藻类蜂窝,false
beeComb,1xitem.gt.comb@143,gregtech:gt.comb,海象蜂窝,false
beeComb,1xitem.gt.comb@144,gregtech:gt.comb,风之蕴魔蜂窝,false
beeComb,1xitem.gt.comb@145,gregtech:gt.comb,地之蕴魔蜂窝,false
beeComb,1xitem.gt.comb@146,gregtech:gt.comb,火之蕴魔蜂窝,false
beeComb,1xitem.gt.comb@147,gregtech:gt.comb,水之蕴魔蜂窝,false
beeComb,1xitem.gt.comb@148,gregtech:gt.comb,秩序蕴魔蜂窝,false
beeComb,1xitem.gt.comb@149,gregtech:gt.comb,混沌蕴魔蜂窝,false
beeComb,1xitem.gt.comb@150,gregtech:gt.comb,氟蜂窝,false
beeComb,1xitem.gt.comb@151,gregtech:gt.comb,基岩蜂窝,false
beeComb,1xitem.gt.comb@152,gregtech:gt.comb,下界碎片蜂窝,false
beeComb,1xitem.gt.comb@153,gregtech:gt.comb,末影碎片蜂窝,false
beeComb,1xitem.gt.comb@154,gregtech:gt.comb,纯色红蜂窝,false
beeComb,1xitem.gt.comb@155,gregtech:gt.comb,纯色绿蜂窝,false
beeComb,1xitem.gt.comb@156,gregtech:gt.comb,纯色蓝蜂窝,false
beeComb,1xitem.gt.comb@157,gregtech:gt.comb,不明液体蜂窝,false
beeComb,1xitem.gt.comb@158,gregtech:gt.comb,源质蜂窝,false
beeComb,1xitem.gt.comb@159,gregtech:gt.comb,铟蜂窝,false
beeComb,1xitem.gt.comb@160,gregtech:gt.comb,暴雪蜂窝,false
beeComb,1xitem.gt.comb@161,gregtech:gt.comb,凯芙拉蜂窝,false
beeComb,1xitem.gt.comb@162,gregtech:gt.comb,龙蜂窝,false
beeComb,1xitem.gt.comb@163,gregtech:gt.comb,觉醒龙蜂窝,false
beeComb,1xitem.gt.comb@164,gregtech:gt.comb,钯蜂窝,false
beeComb,1xitem.gt.comb@165,gregtech:gt.comb,注魔金蜂窝,false
beeComb,1xitem.gendustry.HoneyComb@0,gendustry:HoneyComb,invalid.name,false
beeComb,1xitem.comb@1,MagicBees:comb,熔融蜂窝,false
beeComb,1xitem.comb@2,MagicBees:comb,神秘蜂窝,false
beeComb,1xitem.comb@3,MagicBees:comb,异域蜂窝,false
beeComb,1xitem.comb@4,MagicBees:comb,蜕变蜂窝,false
beeComb,1xitem.comb@5,MagicBees:comb,纸质蜂窝,false
beeComb,1xitem.comb@6,MagicBees:comb,灵魂蜂窝,false
beeComb,1xitem.comb@7,MagicBees:comb,诡秘蜂窝,false
beeComb,1xitem.comb@8,MagicBees:comb,回忆蜂窝,false
beeComb,1xitem.comb@9,MagicBees:comb,瞬息蜂窝,false
beeComb,1xitem.comb@10,MagicBees:comb,遗忘蜂窝,false
beeComb,1xitem.comb@11,MagicBees:comb,风之蜂窝,false
beeComb,1xitem.comb@12,MagicBees:comb,火之蜂窝,false
beeComb,1xitem.comb@13,MagicBees:comb,水之蜂窝,false
beeComb,1xitem.comb@14,MagicBees:comb,地之蜂窝,false
beeComb,1xitem.comb@15,MagicBees:comb,闪耀的风之蜂窝,false
beeComb,1xitem.comb@16,MagicBees:comb,闪耀的火之蜂窝,false
beeComb,1xitem.comb@17,MagicBees:comb,闪耀的水之蜂窝,false
beeComb,1xitem.comb@18,MagicBees:comb,闪耀的地之蜂窝,false
beeComb,1xitem.comb@19,MagicBees:comb,闪耀的秩序蜂窝,false
beeComb,1xitem.comb@20,MagicBees:comb,闪耀的混沌蜂窝,false
beeComp,1xitem.asielib.unknown@0,computronics:computronics.partsForestry,腐蚀性酸液,false
beeQueen,1xitem.queenbeeItem@0,harvestcraft:queenbeeItem,蜂后,false
biomassBrownAlgae,1xitem.BasicAgrichemItem@2,miscutils:item.BasicAgrichemItem,褐藻生物质,false
biomassGoldenBrownAlgae,1xitem.BasicAgrichemItem@3,miscutils:item.BasicAgrichemItem,金褐藻生物质,false
biomassGreenAlgae,1xitem.BasicAgrichemItem@1,miscutils:item.BasicAgrichemItem,绿藻生物质,false
biomassRedAlgae,1xitem.BasicAgrichemItem@4,miscutils:item.BasicAgrichemItem,红藻生物质,false
blockAbyssalAlloy,1xblock.AbyssalAlloy.standard@0,miscutils:blockBlockAbyssalAlloy,深渊合金块,false
blockAdamantium,1xgt.blockmetal1@0,gregtech:gt.blockmetal1,精金块,false
blockAdamantium,1xtile.MetalsBlocks@1,GalaxySpace:metalsblock,装饰精金块,false
blockAdamantiumAlloy,1xbw.werkstoffblocks.01@10085,bartworks:bw.werkstoffblocks.01,精金合金块,false
blockAdemicSteel,1xbw.werkstoffblocks.01@96,bartworks:bw.werkstoffblocks.01,硬钢块,false
blockAdvancedNitinol,1xblock.AdvancedNitinol.standard@0,miscutils:blockBlockAdvancedNitinol,高级镍钛诺块,false
blockAluminium,1xtile.tconstruct.metalblock@6,TConstruct:MetalBlock,铝块,false
blockAluminium,1xtile.gcBlockCore.0@11,GalacticraftCore:tile.gcBlockCore,铝块,false
blockAluminium,1xgt.blockmetal1@1,gregtech:gt.blockmetal1,铝块,false
blockAluminiumBrass,1xtile.tconstruct.metalblock@7,TConstruct:MetalBlock,铝黄铜块,false
blockAluminum,1xtile.tconstruct.metalblock@6,TConstruct:MetalBlock,铝块,false
blockAluminum,1xtile.gcBlockCore.0@11,GalacticraftCore:tile.gcBlockCore,铝块,false
blockAluminumBrass,1xtile.tconstruct.metalblock@7,TConstruct:MetalBlock,铝黄铜块,false
blockAlumite,1xtile.tconstruct.metalblock@8,TConstruct:MetalBlock,耐酸铝块,false
blockAmber,1xtile.gemOre@15,BiomesOPlenty:gemOre,琥珀块,false
blockAmber,1xgt.blockgem1@1,gregtech:gt.blockgem1,琥珀块,false
blockAmber,1xtile.blockCosmeticOpaque@0,Thaumcraft:blockCosmeticOpaque,琥珀方块,false
blockAmericium,1xgt.blockmetal1@2,gregtech:gt.blockmetal1,镅块,false
blockAmethyst,1xgt.blockgem1@2,gregtech:gt.blockgem1,紫水晶块,false
blockAncientGranite,1xblock.AncientGranite.standard@0,miscutils:blockBlockAncientGranite,古花岗岩块,false
blockAndesite,1xtile.chisel.andesite@0,chisel:andesite,安山岩,false
blockAnnealedCopper,1xgt.blockmetal1@3,gregtech:gt.blockmetal1,退火铜块,false
blockAntimony,1xgt.blockmetal1@4,gregtech:gt.blockmetal1,锑块,false
blockAnyBronze,1xic2.blockMetal@2,IC2:blockMetal,青铜块,false
blockAnyBronze,1xtile.for.resourceStorage@3,Forestry:resourceStorage,青铜块,false
blockAnyBronze,1xgt.blockmetal2@0,gregtech:gt.blockmetal2,青铜块,false
blockAnyCopper,1xic2.blockMetal@0,IC2:blockMetal,铜块,false
blockAnyCopper,1xtile.gcBlockCore.0@9,GalacticraftCore:tile.gcBlockCore,铜块,false
blockAnyCopper,1xtile.railcraft.cube@9,Railcraft:cube,铜块,false
blockAnyCopper,1xtile.for.resourceStorage@1,Forestry:resourceStorage,铜块,false
blockAnyCopper,1xgt.blockmetal1@3,gregtech:gt.blockmetal1,退火铜块,false
blockAnyCopper,1xgt.blockmetal2@7,gregtech:gt.blockmetal2,铜块,false
blockAnyCopper,1xtile.projectred.exploration.stone@8,ProjRed|Exploration:projectred.exploration.stone,铜块,false
blockAnyCopper,1xtile.MetalsBlocks@9,GalaxySpace:metalsblock,装饰铜块,false
blockAnyIron,1xtile.blockIron@0,minecraft:iron_block,铁块,false
blockAnyIron,1xgt.blockmetal5@11,gregtech:gt.blockmetal5,生铁块,false
blockAnyIron,1xgt.blockmetal8@2,gregtech:gt.blockmetal8,锻铁块,false
blockAnyIron,1xtile.TBoldIron@0,thaumicbases:oldIron,远古铁块,false
blockApatite,1xtile.for.resourceStorage@0,Forestry:resourceStorage,磷灰石块,false
blockArcanite,1xblock.Arcanite.standard@0,miscutils:blockBlockArcanite,奥金块,false
blockArceusAlloy2B,1xblock.ArceusAlloy2B.standard@0,miscutils:blockBlockArceusAlloy2B,阿尔宙斯合金2B块,false
blockArdite,1xtile.tconstruct.metalblock@1,TConstruct:MetalBlock,阿迪特块,false
blockArsenic,1xgt.blockmetal1@5,gregtech:gt.blockmetal1,砷块,false
blockArtherium-Sn,1xbw.werkstoffblocks.01@10102,bartworks:bw.werkstoffblocks.01,阿瑟锡块,false
blockAstralSilver,1xgt.blockmetal1@6,gregtech:gt.blockmetal1,星辰银块,false
blockAstralTitanium,1xblock.AstralTitanium.standard@0,miscutils:blockBlockAstralTitanium,星体钛块,false
blockAtomicSeparationCatalyst,1xbw.werkstoffblocks.01@10022,bartworks:bw.werkstoffblocks.01,原子分离催化剂块,false
blockBArTiMaEuSNeK,1xbw.werkstoffblocks.01@43,bartworks:bw.werkstoffblocks.01,BArTiMaEuSNeK块,false
blockBabbitAlloy,1xblock.BabbitAlloy.standard@0,miscutils:blockBlockBabbitAlloy,巴氏合金块,false
blockBasalt,1xtile.baseBlockRock.0@1,GalacticraftAmunRa:tile.baseBlockRock,玄武岩,false
blockBasalt,1xgt.blockstones@8,gregtech:gt.blockstones,玄武岩,false
blockBasalt,1xgt.blockstones@9,gregtech:gt.blockstones,玄武岩圆石,false
blockBasalt,1xgt.blockstones@10,gregtech:gt.blockstones,苔藓玄武岩圆石,false
blockBasalt,1xgt.blockstones@11,gregtech:gt.blockstones,玄武岩砖,false
blockBasalt,1xgt.blockstones@12,gregtech:gt.blockstones,裂纹玄武岩砖,false
blockBasalt,1xgt.blockstones@13,gregtech:gt.blockstones,苔藓玄武岩砖,false
blockBasalt,1xgt.blockstones@14,gregtech:gt.blockstones,錾制玄武岩,false
blockBasalt,1xgt.blockstones@15,gregtech:gt.blockstones,平滑玄武岩,false
blockBatteryAlloy,1xgt.blockmetal1@7,gregtech:gt.blockmetal1,电池合金块,false
blockBeryllium,1xgt.blockmetal1@8,gregtech:gt.blockmetal1,铍块,false
blockBismuth,1xgt.blockmetal1@9,gregtech:gt.blockmetal1,铋块,false
blockBismuthBronze,1xgt.blockmetal1@10,gregtech:gt.blockmetal1,铋青铜块,false
blockBismutite,1xbw.werkstoffblocks.01@1,bartworks:bw.werkstoffblocks.01,泡铋块,false
blockBlackBronze,1xgt.blockmetal1@11,gregtech:gt.blockmetal1,黑青铜块,false
blockBlackDwarfMatter,1xgt.blockmetal9@7,gregtech:gt.blockmetal9,黑矮星物质块,false
blockBlackMetal,1xblock.BlackMetal.standard@0,miscutils:blockBlockBlackMetal,黑物质块,false
blockBlackPlutonium,1xtile.BlackPlutonium@0,dreamcraft:tile.BlackPlutonium,黑钚块,false
blockBlackSteel,1xgt.blockmetal1@12,gregtech:gt.blockmetal1,黑钢块,false
blockBlackTitanium,1xblock.BlackTitanium.standard@0,miscutils:blockBlockBlackTitanium,黑钛块,false
blockBlaze,1xtile.blazeBlock@0,Botania:blazeBlock,烈焰灯,false
blockBlaze,1xgt.blockgem3@5,gregtech:gt.blockgem3,烈焰块,false
blockBloodInfusedIron,1xtile.blood_infused_iron_block@0,BloodArsenal:blood_infused_iron_block,注血铁块,false
blockBloodSteel,1xblock.BloodSteel.standard@0,miscutils:blockBlockBloodSteel,血钢块,false
blockBlueAlloy,1xgt.blockmetal1@13,gregtech:gt.blockmetal1,蓝色合金块,false
blockBlueSteel,1xgt.blockmetal1@14,gregtech:gt.blockmetal1,蓝钢块,false
blockBlueTopaz,1xgt.blockgem1@4,gregtech:gt.blockgem1,蓝黄玉块,false
blockBorosilicateGlass,1xBW_GlasBlocks@0,bartworks:BW_GlasBlocks,硼玻璃方块,false
blockBotaniaDragonstone,1xtile.storage@4,Botania:storage,龙石块,false
blockBotmium,1xblock.Botmium.standard@0,miscutils:blockBlockBotmium,博特姆合金块,false
blockBrass,1xgt.blockmetal1@15,gregtech:gt.blockmetal1,黄铜块,false
blockBronze,1xic2.blockMetal@2,IC2:blockMetal,青铜块,false
blockBronze,1xtile.tconstruct.metalblock@4,TConstruct:MetalBlock,青铜块,false
blockBronze,1xtile.for.resourceStorage@3,Forestry:resourceStorage,青铜块,false
blockBronze,1xgt.blockmetal2@0,gregtech:gt.blockmetal2,青铜块,false
blockCactus,1xtile.cactus@0,minecraft:cactus,仙人掌,false
blockCaesium,1xgt.blockmetal2@1,gregtech:gt.blockmetal2,铯块,false
blockCalcium,1xbw.werkstoffblocks.01@40,bartworks:bw.werkstoffblocks.01,钙块,false
blockCalifornium,1xblock.Californium.standard@0,miscutils:blockBlockCalifornium,锎块,false
blockCalifornium,1xbw.werkstoffblocks.01@39,bartworks:bw.werkstoffblocks.01,锎块,false
blockCallistoIce,1xtile.CallistoColdIce@0,dreamcraft:tile.CallistoColdIce,木卫四玄冰块,false
blockCarpet,1xtile.chisel.carpet_block@0,chisel:carpet_block,地毯,false
blockCelestialTungsten,1xblock.CelestialTungsten.standard@0,miscutils:blockBlockCelestialTungsten,天体钨块,false
blockCerium,1xgt.blockmetal2@2,gregtech:gt.blockmetal2,铈块,false
blockCerium-dopedLutetiumAluminiumGarnet(Ce:LuAG),1xbw.werkstoffblocks.01@11499,bartworks:bw.werkstoffblocks.01,掺铈镥铝石榴石 (Ce:LuAG)块,false
blockCertusQuartz,1xgt.blockgem1@5,gregtech:gt.blockgem1,赛特斯石英块,false
blockCharcoal,1xgt.blockgem3@4,gregtech:gt.blockgem3,木炭块,false
blockChromaticGlass,1xblock.ChromaticGlass.standard@0,miscutils:blockBlockChromaticGlass,彩色玻璃块,false
blockChrome,1xgt.blockmetal2@3,gregtech:gt.blockmetal2,铬块,false
blockChromiumDioxide,1xgt.blockmetal2@4,gregtech:gt.blockmetal2,二氧化铬块,false
blockChromo-Alumino-Povondraite,1xbw.werkstoffblocks.01@7,bartworks:bw.werkstoffblocks.01,铬铝电气石块,false
blockCinobiteA243,1xblock.CinobiteA243.standard@0,miscutils:blockBlockCinobiteA243,西诺柏A243块,false
blockClay,1xtile.clay@0,minecraft:clay,粘土块,false
blockCloth,1xtile.cloth@32767,minecraft:wool,(wildcard),true
blockCoal,1xtile.blockCoal@0,minecraft:coal_block,煤炭块,false
blockCoal,1xtile.extrautils:color_blockCoal@0,ExtraUtilities:color_blockCoal,染色 煤炭块 (白色),false
blockCoal,1xtile.extrautils:color_blockCoal@1,ExtraUtilities:color_blockCoal,染色 煤炭块 (橙色),false
blockCoal,1xtile.extrautils:color_blockCoal@2,ExtraUtilities:color_blockCoal,染色 煤炭块 (品红色),false
