Name,ID,Has Item,Mod,Class,Display Name
BuildCraft|Builders:frameBlock,785,true,null,buildcraft.builders.BlockFrame,框架
BuildCraft|Builders:builderBlock,786,true,null,buildcraft.builders.BlockBuilder,建筑机
BuildCraft|Builders:architectBlock,787,true,null,buildcraft.builders.BlockArchitect,建筑工作台
BuildCraft|Builders:libraryBlock,788,true,null,buildcraft.builders.BlockBlueprintLibrary,电子档案馆
BuildCraft|Builders:constructionMarkerBlock,789,true,null,buildcraft.builders.BlockConstructionMarker,建设标
BuildCraft|Factory:miningWellBlock,790,true,null,buildcraft.factory.BlockMiningWellCompat,矿井
BuildCraft|Factory:plainPipeBlock,791,true,null,buildcraft.factory.BlockPlainPipe,采矿管道
BuildCraft|Factory:autoWorkbenchBlock,792,true,null,buildcraft.factory.BlockAutoWorkbench,自动合成台
BuildCraft|Factory:tankBlock,793,true,null,buildcraft.factory.BlockTank,储罐
BuildCraft|Factory:pumpBlock,794,true,null,buildcraft.factory.BlockPump,液泵
BuildCraft|Factory:floodGateBlock,795,true,null,buildcraft.factory.BlockFloodGate,液闸
BuildCraft|Factory:refineryBlock,796,true,null,buildcraft.factory.BlockRefinery,精炼厂
BuildCraft|Factory:blockHopper,797,true,null,buildcraft.factory.BlockHopper,料斗
Railcraft:fluid.creosote,798,true,null,mods.railcraft.common.fluids.BlockRailcraftFluid,杂酚油
Railcraft:fluid.steam,799,true,null,mods.railcraft.common.fluids.BlockRailcraftFluidFinite,蒸汽
Railcraft:cube,800,true,null,mods.railcraft.common.blocks.aesthetics.cube.BlockCube,焦煤块
Railcraft:anvil,801,true,null,mods.railcraft.common.blocks.anvil.BlockRCAnvil,钢砧
Railcraft:machine.alpha,802,true,null,mods.railcraft.common.blocks.machine.BlockMachine,世界锚
Railcraft:machine.beta,803,true,null,mods.railcraft.common.blocks.machine.BlockMachine,铁质蓄水器壁板
Railcraft:track,804,true,null,mods.railcraft.common.blocks.tracks.BlockTrack,tile.railcraft.default.name
Railcraft:track.elevator,805,true,null,mods.railcraft.common.blocks.tracks.BlockTrackElevator,升降轨道
Railcraft:signal,806,true,null,mods.railcraft.common.blocks.signals.BlockSignalRailcraft,信号互锁盒
Railcraft:stair,807,true,null,mods.railcraft.common.blocks.aesthetics.stairs.BlockRailcraftStairs,沙岩砖楼梯
Railcraft:slab,808,true,null,mods.railcraft.common.blocks.aesthetics.slab.BlockRailcraftSlab,沙岩砖台阶
Railcraft:lantern.stone,809,true,null,mods.railcraft.common.blocks.aesthetics.lantern.BlockLantern,深渊灯笼
Railcraft:lantern.metal,810,true,null,mods.railcraft.common.blocks.aesthetics.lantern.BlockLantern,铁灯笼
Railcraft:brick.abyssal,811,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick,深渊砖
Railcraft:brick.bleachedbone,812,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick,白骨砖
Railcraft:brick.bloodstained,813,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick,污血砖
Railcraft:brick.frostbound,814,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick,霜冻砖
Railcraft:brick.infernal,815,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick,地狱砖
Railcraft:brick.quarried,816,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick,采掘砖
Railcraft:brick.sandy,817,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick,沙岩砖
Railcraft:brick.nether,818,true,null,mods.railcraft.common.blocks.aesthetics.brick.BlockBrick,tile.railcraft.brick.nether.brick.name
Railcraft:post,819,true,null,mods.railcraft.common.blocks.aesthetics.post.BlockPost,木桩
Railcraft:post.metal,820,true,null,mods.railcraft.common.blocks.aesthetics.post.BlockPostMetal,黑色金属桩
Railcraft:post.metal.platform,821,true,null,mods.railcraft.common.blocks.aesthetics.post.BlockPostMetal,黑色金属平台
Railcraft:wall.alpha,822,true,null,mods.railcraft.common.blocks.aesthetics.wall.BlockRailcraftWall,地狱砖墙
Railcraft:wall.beta,823,true,null,mods.railcraft.common.blocks.aesthetics.wall.BlockRailcraftWall,石英墙
Railcraft:glass,824,true,null,mods.railcraft.common.blocks.aesthetics.glass.BlockStrengthGlass,强化玻璃
Railcraft:detector,825,true,null,mods.railcraft.common.blocks.detector.BlockDetector,传感器-物品
Railcraft:machine.gamma,826,true,null,mods.railcraft.common.blocks.machine.BlockMachine,物品装载机
Railcraft:machine.epsilon,827,true,null,mods.railcraft.common.blocks.machine.BlockMachine,电力供给单元
Railcraft:machine.zeta,828,true,null,mods.railcraft.common.blocks.machine.BlockMachine,铝质蓄水器壁板
Railcraft:machine.eta,829,true,null,mods.railcraft.common.blocks.machine.BlockMachine,铱质蓄水器壁板
Railcraft:ore,830,true,null,mods.railcraft.common.blocks.ore.BlockOre,硫磺
Railcraft:worldlogic,831,true,null,mods.railcraft.common.blocks.ore.BlockWorldLogic,硝石刷新器
Railcraft:firestone.recharge,832,true,null,mods.railcraft.common.items.firestone.BlockFirestoneRecharge,再充能火石
Railcraft:frame,833,true,null,mods.railcraft.common.blocks.frame.BlockFrame,线缆支撑框架
Railcraft:machine.delta,834,true,null,mods.railcraft.common.blocks.machine.BlockMachine,电力分路线缆
TwilightForest:tile.TFLog,835,true,null,twilightforest.block.BlockTFLog,暮色橡树原木
TwilightForest:tile.TFRoots,836,true,null,twilightforest.block.BlockTFRoots,根茎
TwilightForest:tile.TFLeaves,837,true,null,twilightforest.block.BlockTFLeaves,暮色橡树树叶
TwilightForest:tile.TFFirefly,838,true,null,twilightforest.block.BlockTFFirefly,萤火虫
TwilightForest:tile.TFCicada,839,true,null,twilightforest.block.BlockTFCicada,蝉
TwilightForest:tile.TFPortal,840,true,null,twilightforest.block.BlockTFPortal,暮色森林入口
TwilightForest:tile.TFMazestone,841,true,null,twilightforest.block.BlockTFMazestone,迷宫石头
TwilightForest:tile.TFHedge,842,true,null,twilightforest.block.BlockTFHedge,树篱
TwilightForest:tile.TFBossSpawner,843,true,null,twilightforest.block.BlockTFBossSpawner,生成 娜迦
TwilightForest:tile.TFFireflyJar,844,true,null,twilightforest.block.BlockTFFireflyJar,萤火虫罐
TwilightForest:tile.TFPlant,845,true,null,twilightforest.block.BlockTFPlant,tile.TFPlant.0.name
TwilightForest:tile.TFUncraftingTable,846,true,null,twilightforest.block.BlockTFUncraftingTable,多功能工作台
TwilightForest:tile.TFFireJet,847,true,null,twilightforest.block.BlockTFFireJet,烟雾方块
TwilightForest:tile.TFNagastone,848,true,null,twilightforest.block.BlockTFNagastone,娜迦头方块
TwilightForest:tile.TFSapling,849,true,null,twilightforest.block.BlockTFSapling,暮色橡树树苗
TwilightForest:tile.TFMoonworm,850,true,null,twilightforest.block.BlockTFMoonworm,月光蠕虫
TwilightForest:tile.TFMagicLog,851,true,null,twilightforest.block.BlockTFMagicLog,时光树原木
TwilightForest:tile.TFMagicLeaves,852,true,null,twilightforest.block.BlockTFMagicLeaves,时光树树叶
TwilightForest:tile.TFMagicLogSpecial,853,true,null,twilightforest.block.BlockTFMagicLogSpecial,时光树的时钟
TwilightForest:tile.TFTowerStone,854,true,null,twilightforest.block.BlockTFTowerWood,塔的木板
TwilightForest:tile.TFTowerDevice,855,true,null,twilightforest.block.BlockTFTowerDevice,重现方块
TwilightForest:tile.TFTowerTranslucent,856,true,null,twilightforest.block.BlockTFTowerTranslucent,消失的重现方块
TwilightForest:tile.TFTrophy,857,true,null,twilightforest.block.BlockTFTrophy,九头蛇战利品
TwilightForest:tile.TFShield,858,true,null,twilightforest.block.BlockTFShield,要塞屏障
TwilightForest:tile.TFTrophyPedestal,859,true,null,twilightforest.block.BlockTFTrophyPedestal,战利品宝座
TwilightForest:tile.TFAuroraBrick,860,true,null,twilightforest.block.BlockTFAuroraBrick,极光方块
TwilightForest:tile.TFUnderBrick,861,true,null,twilightforest.block.BlockTFUnderBrick,地下砖
TwilightForest:tile.TFThorns,862,true,null,twilightforest.block.BlockTFThorns,荆棘
TwilightForest:tile.TFBurntThorns,863,true,null,twilightforest.block.BlockTFBurntThorns,荆棘灰烬
TwilightForest:tile.TFThornRose,864,true,null,twilightforest.block.BlockTFThornRose,荆棘玫瑰
TwilightForest:tile.TFLeaves3,865,true,null,twilightforest.block.BlockTFLeaves3,荆棘叶
TwilightForest:tile.TFDeadrock,866,true,null,twilightforest.block.BlockTFDeadrock,风化废石
TwilightForest:tile.DarkLeaves,867,true,null,twilightforest.block.BlockTFDarkLeaves,黑树树叶
TwilightForest:tile.AuroraPillar,868,true,null,twilightforest.block.BlockTFAuroraPillar,极光柱
TwilightForest:tile.AuroraSlab,869,true,null,twilightforest.block.BlockTFAuroraSlab,极光半砖
TwilightForest:tile.AuroraDoubleSlab,870,true,null,twilightforest.block.BlockTFAuroraSlab,极光半砖
TwilightForest:tile.TrollSteinn,871,true,null,twilightforest.block.BlockTFTrollSteinn,巨魔石
TwilightForest:tile.WispyCloud,872,true,null,twilightforest.block.BlockTFWispyCloud,飘渺的云
TwilightForest:tile.FluffyCloud,873,true,null,twilightforest.block.BlockTFFluffyCloud,蓬松的云
TwilightForest:tile.GiantCobble,874,true,null,twilightforest.block.BlockTFGiantCobble,巨型圆石
TwilightForest:tile.GiantLog,875,true,null,twilightforest.block.BlockTFGiantLog,巨型原木
TwilightForest:tile.GiantLeaves,876,true,null,twilightforest.block.BlockTFGiantLeaves,巨型树叶
TwilightForest:tile.GiantObsidian,877,true,null,twilightforest.block.BlockTFGiantObsidian,巨型黑曜石
TwilightForest:tile.UberousSoil,878,true,null,twilightforest.block.BlockTFUberousSoil,培养土
TwilightForest:tile.HugeStalk,879,true,null,twilightforest.block.BlockTFHugeStalk,巨大的茎
TwilightForest:tile.HugeGloomBlock,880,true,null,twilightforest.block.BlockTFHugeGloomBlock,巨型暮色森林蘑菇
TwilightForest:tile.TrollVidr,881,true,null,twilightforest.block.BlockTFTrollRoot,巨魔藤蔓
TwilightForest:tile.UnripeTrollBer,882,true,null,twilightforest.block.BlockTFUnripeTorchCluster,未成熟的巨魔浆果
TwilightForest:tile.TrollBer,883,true,null,twilightforest.block.BlockTFRipeTorchCluster,巨魔浆果
TwilightForest:tile.KnightmetalBlock,884,true,null,twilightforest.block.BlockTFKnightmetalBlock,骑士金属块
TwilightForest:tile.HugeLilyPad,885,true,null,twilightforest.block.BlockTFHugeLilyPad,巨型荷叶
TwilightForest:tile.HugeWaterLily,886,true,null,twilightforest.block.BlockTFHugeWaterLily,巨型荷花
TwilightForest:tile.Slider,887,true,null,twilightforest.block.BlockTFSlider,移动陷阱
TwilightForest:tile.CastleBrick,888,true,null,twilightforest.block.BlockTFCastleBlock,城堡砖
TwilightForest:tile.CastleMagic,889,true,null,twilightforest.block.BlockTFCastleMagic,蓝色符文砖
TwilightForest:tile.ForceField,890,true,null,twilightforest.block.BlockTFForceField,紫色力场
TwilightForest:tile.CinderFurnaceIdle,891,true,null,twilightforest.block.BlockTFCinderFurnace,余烬熔炉 [NYI]
TwilightForest:tile.CinderFurnaceLit,892,true,null,twilightforest.block.BlockTFCinderFurnace,余烬熔炉 [NYI]
TwilightForest:tile.CinderLog,893,true,null,twilightforest.block.BlockTFCinderLog,余烬原木 [NYI]
TwilightForest:tile.CastleDoor,894,true,null,twilightforest.block.BlockTFCastleDoor,蓝色城堡门
TwilightForest:tile.CastleDoorVanished,895,true,null,twilightforest.block.BlockTFCastleDoor,蓝色城堡门
TwilightForest:tile.TFPlank,896,true,null,twilightforest.block.BlockTFPlanks,暮色橡树木板
chisel:aluminumblock,897,true,null,team.chisel.block.BlockBeaconBase,铝块
chisel:aluminum_stairs.0,898,true,null,team.chisel.block.BlockCarvableStairs,铝制楼梯
chisel:aluminum_stairs.1,899,true,null,team.chisel.block.BlockCarvableStairs,铝制楼梯
chisel:aluminum_stairs.2,900,true,null,team.chisel.block.BlockCarvableStairs,铝制楼梯
chisel:amber,901,true,null,team.chisel.block.BlockCarvable,tile.chisel.amber.name
chisel:andesite,902,true,null,team.chisel.block.BlockCarvable,安山岩
chisel:antiBlock,903,true,null,team.chisel.block.BlockCarvableGlowie,纯色方块
chisel:arcane,904,true,null,team.chisel.block.BlockCarvable,奥术石块
chisel:autoChisel,905,true,null,team.chisel.block.BlockAutoChisel,自动雕刻机
chisel:beacon,906,true,null,team.chisel.block.BlockCarvableBeacon,信标
chisel:bloodRune,907,true,null,team.chisel.block.BlockCarvable,血符文石
chisel:bloodBrick,908,true,null,team.chisel.block.BlockCarvable,tile.chisel.bloodBrick.name
chisel:bookshelf,909,true,null,team.chisel.block.BlockCarvableBookshelf,书架
chisel:brickCustom,910,true,null,team.chisel.block.BlockCarvable,砖块
chisel:bronzeblock,911,true,null,team.chisel.block.BlockBeaconBase,青铜块
chisel:carpet_block,912,true,null,team.chisel.block.BlockCarvable,地毯
chisel:carpet,913,true,null,team.chisel.block.BlockCarvableCarpet,地毯
chisel:cloud,914,true,null,team.chisel.block.BlockCloud,云朵
chisel:cobblestone,915,true,null,team.chisel.block.BlockCarvable,圆石
chisel:mossy_cobblestone,916,true,null,team.chisel.block.BlockCarvable,苔石
chisel:concrete,917,true,null,team.chisel.block.BlockConcrete,混凝土
chisel:copperblock,918,true,null,team.chisel.block.BlockBeaconBase,铜块
chisel:cubit,919,true,null,team.chisel.block.BlockCarvable,立方休
chisel:diamond_block,920,true,null,team.chisel.block.BlockBeaconBase,钻石块
chisel:diorite,921,true,null,team.chisel.block.BlockCarvable,闪长岩
chisel:dirt,922,true,null,team.chisel.block.BlockCarvable,泥土
chisel:emerald_block,923,true,null,team.chisel.block.BlockBeaconBase,绿宝石块
chisel:end_Stone,924,true,null,team.chisel.block.BlockCarvable,末地石
chisel:factoryblock,925,true,null,team.chisel.block.BlockCarvable,工厂方块
chisel:factoryblock2,926,true,null,team.chisel.block.BlockCarvable,工厂方块
chisel:fantasyblock,927,true,null,team.chisel.block.BlockCarvable,紫色幻想石
chisel:fantasyblock2,928,true,null,team.chisel.block.BlockCarvable,幻想石
chisel:futura,929,true,null,team.chisel.block.BlockCarvable,未来科技方块
chisel:futuraCircuit,930,true,null,team.chisel.block.BlockCarvableGlow,未来科技电路
chisel:glass,931,true,null,team.chisel.block.BlockCarvableGlass,玻璃
chisel:glass2,932,true,null,team.chisel.block.BlockCarvableGlass,玻璃
chisel:glass_pane,933,true,null,team.chisel.block.BlockCarvablePane,玻璃板
chisel:stained_glass_forestry,934,true,null,team.chisel.block.BlockCarvableGlass,Stained Glass
chisel:stained_glass_white,935,true,null,team.chisel.block.BlockCarvableGlass,染色玻璃
chisel:stained_glass_yellow,936,true,null,team.chisel.block.BlockCarvableGlass,染色玻璃
chisel:stained_glass_lightgray,937,true,null,team.chisel.block.BlockCarvableGlass,染色玻璃
chisel:stained_glass_brown,938,true,null,team.chisel.block.BlockCarvableGlass,染色玻璃
chisel:stained_glass_pane_white,939,true,null,team.chisel.block.BlockCarvablePane,染色玻璃板
chisel:stained_glass_pane_magenta,940,true,null,team.chisel.block.BlockCarvablePane,染色玻璃板
chisel:stained_glass_pane_yellow,941,true,null,team.chisel.block.BlockCarvablePane,染色玻璃板
chisel:stained_glass_pane_pink,942,true,null,team.chisel.block.BlockCarvablePane,染色玻璃板
chisel:stained_glass_pane_lightgray,943,true,null,team.chisel.block.BlockCarvablePane,染色玻璃板
chisel:stained_glass_pane_purple,944,true,null,team.chisel.block.BlockCarvablePane,染色玻璃板
chisel:stained_glass_pane_brown,945,true,null,team.chisel.block.BlockCarvablePane,染色玻璃板
chisel:stained_glass_pane_red,946,true,null,team.chisel.block.BlockCarvablePane,染色玻璃板
chisel:glotek,947,true,null,team.chisel.block.BlockCarvableGlowie,GloTek
chisel:glowstone,948,true,null,team.chisel.block.BlockCarvableGlowstone,萤石
chisel:gold2,949,true,null,team.chisel.block.BlockBeaconBase,金块
chisel:gold_block,950,true,null,team.chisel.block.BlockBeaconBase,金块
chisel:granite,951,true,null,team.chisel.block.BlockCarvable,花岗岩
chisel:grimstone,952,true,null,team.chisel.block.BlockGrimstone,阴森石
chisel:hexPlating,953,true,null,team.chisel.block.BlockCarvableGlow,六角金属镀层块
chisel:hexLargePlating,954,true,null,team.chisel.block.BlockCarvableGlow,大型六角金属镀层块
chisel:holystone,955,true,null,team.chisel.block.BlockHolystone,神圣石
chisel:hempcrete,956,true,null,team.chisel.block.BlockCarvable,汉麻混凝土
chisel:hempcretesand,957,true,null,team.chisel.block.BlockCarvableSand,粉状汉麻混凝土
chisel:ice,958,true,null,team.chisel.block.BlockCarvableIce,冰
chisel:ice_pillar,959,true,null,team.chisel.block.BlockCarvableIce,冰柱
chisel:ice_stairs.0,960,true,null,team.chisel.block.BlockCarvableIceStairs,冰楼梯
chisel:ice_stairs.1,961,true,null,team.chisel.block.BlockCarvableIceStairs,冰楼梯
chisel:ice_stairs.2,962,true,null,team.chisel.block.BlockCarvableIceStairs,冰楼梯
chisel:ice_stairs.3,963,true,null,team.chisel.block.BlockCarvableIceStairs,冰楼梯
chisel:ice_stairs.4,964,true,null,team.chisel.block.BlockCarvableIceStairs,冰楼梯
chisel:ice_stairs.5,965,true,null,team.chisel.block.BlockCarvableIceStairs,冰楼梯
chisel:ice_stairs.6,966,true,null,team.chisel.block.BlockCarvableIceStairs,冰楼梯
chisel:ice_stairs.7,967,true,null,team.chisel.block.BlockCarvableIceStairs,冰楼梯
chisel:iron_bars,968,true,null,team.chisel.block.BlockCarvablePane,铁栅栏
chisel:iron2,969,true,null,team.chisel.block.BlockBeaconBase,铁块
chisel:iron_block,970,true,null,team.chisel.block.BlockBeaconBase,铁块
chisel:jackolantern1,971,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern2,972,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern3,973,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern4,974,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern5,975,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern6,976,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern7,977,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern8,978,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern9,979,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern10,980,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern11,981,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern12,982,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern13,983,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern14,984,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern15,985,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:jackolantern16,986,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜灯
chisel:laboratoryblock,987,true,null,team.chisel.block.BlockCarvable,实验室方块
chisel:lapis_block,988,true,null,team.chisel.block.BlockCarvable,青金石块
chisel:lavastone,989,true,null,team.chisel.block.BlockLavastone,熔岩石
chisel:leadblock,990,true,null,team.chisel.block.BlockBeaconBase,铅块
chisel:leaves,991,true,null,team.chisel.block.BlockLeaf,树叶
chisel:limestone,992,true,null,team.chisel.block.BlockCarvable,石灰岩
chisel:limestone_slab,993,true,null,team.chisel.block.BlockCarvableSlab,石灰岩台阶
chisel:limestone_slab_top,994,true,null,team.chisel.block.BlockCarvableSlab,石灰岩台阶
chisel:limestone_stairs.0,995,true,null,team.chisel.block.BlockCarvableStairs,石灰岩楼梯
chisel:limestone_stairs.1,996,true,null,team.chisel.block.BlockCarvableStairs,石灰岩楼梯
chisel:limestone_stairs.2,997,true,null,team.chisel.block.BlockCarvableStairs,石灰岩楼梯
chisel:limestone_stairs.3,998,true,null,team.chisel.block.BlockCarvableStairs,石灰岩楼梯
chisel:limestone_stairs.4,999,true,null,team.chisel.block.BlockCarvableStairs,石灰岩楼梯
chisel:limestone_stairs.5,1000,true,null,team.chisel.block.BlockCarvableStairs,石灰岩楼梯
chisel:limestone_stairs.6,1001,true,null,team.chisel.block.BlockCarvableStairs,石灰岩楼梯
chisel:limestone_stairs.7,1002,true,null,team.chisel.block.BlockCarvableStairs,石灰岩楼梯
chisel:marble,1003,true,null,team.chisel.block.BlockCarvable,大理石
chisel:marble_slab,1004,true,null,team.chisel.block.BlockCarvableSlab,大理石台阶
chisel:marble_slab_top,1005,true,null,team.chisel.block.BlockCarvableSlab,大理石台阶
chisel:marble_stairs.0,1006,true,null,team.chisel.block.BlockCarvableStairs,大理石楼梯
chisel:marble_stairs.1,1007,true,null,team.chisel.block.BlockCarvableStairs,大理石楼梯
chisel:marble_stairs.2,1008,true,null,team.chisel.block.BlockCarvableStairs,大理石楼梯
chisel:marble_stairs.3,1009,true,null,team.chisel.block.BlockCarvableStairs,大理石楼梯
chisel:marble_stairs.4,1010,true,null,team.chisel.block.BlockCarvableStairs,大理石楼梯
chisel:marble_stairs.5,1011,true,null,team.chisel.block.BlockCarvableStairs,大理石楼梯
chisel:marble_stairs.6,1012,true,null,team.chisel.block.BlockCarvableStairs,大理石楼梯
chisel:marble_stairs.7,1013,true,null,team.chisel.block.BlockCarvableStairs,大理石楼梯
chisel:marble_pillar,1014,true,null,team.chisel.block.BlockCarvable,大理石柱
chisel:marble_pillar_slab,1015,true,null,team.chisel.block.BlockCarvableSlab,Marble Pillar Slab
chisel:marble_pillar_slab_top,1016,true,null,team.chisel.block.BlockCarvableSlab,Marble Pillar Slab
chisel:nation,1017,true,null,team.chisel.block.BlockCarvable,盟军方块
chisel:rebel,1018,true,null,team.chisel.block.BlockCarvable,叛军方块
chisel:neonite,1019,true,null,team.chisel.block.BlockCarvableGlowie,霓虹石
chisel:nether_brick,1020,true,null,team.chisel.block.BlockCarvable,地狱砖
chisel:netherrack,1021,true,null,null,地狱岩
chisel:nucrete,1022,true,null,team.chisel.block.BlockCarvable,结构混凝土
chisel:obsidian,1023,true,null,team.chisel.block.BlockCarvable,黑曜石
chisel:packedice,1024,true,null,team.chisel.block.BlockCarvablePackedIce,浮冰
chisel:packedice_pillar,1025,true,null,team.chisel.block.BlockCarvablePackedIce,浮冰柱
chisel:packedice_stairs.0,1026,true,null,team.chisel.block.BlockCarvablePackedIceStairs,浮冰楼梯
chisel:packedice_stairs.1,1027,true,null,team.chisel.block.BlockCarvablePackedIceStairs,浮冰楼梯
chisel:packedice_stairs.2,1028,true,null,team.chisel.block.BlockCarvablePackedIceStairs,浮冰楼梯
chisel:packedice_stairs.3,1029,true,null,team.chisel.block.BlockCarvablePackedIceStairs,浮冰楼梯
chisel:packedice_stairs.4,1030,true,null,team.chisel.block.BlockCarvablePackedIceStairs,浮冰楼梯
chisel:packedice_stairs.5,1031,true,null,team.chisel.block.BlockCarvablePackedIceStairs,浮冰楼梯
chisel:packedice_stairs.6,1032,true,null,team.chisel.block.BlockCarvablePackedIceStairs,浮冰楼梯
chisel:packedice_stairs.7,1033,true,null,team.chisel.block.BlockCarvablePackedIceStairs,浮冰楼梯
chisel:paperwall,1034,true,null,team.chisel.block.BlockCarvablePane,障子
chisel:paperwall_block,1035,true,null,team.chisel.block.BlockCarvable,障子方块
chisel:present,1036,true,null,team.chisel.block.BlockPresent,礼物
chisel:pumpkin1,1037,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin2,1038,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin3,1039,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin4,1040,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin5,1041,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin6,1042,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin7,1043,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin8,1044,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin9,1045,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin10,1046,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin11,1047,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin12,1048,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin13,1049,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin14,1050,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin15,1051,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:pumpkin16,1052,true,null,team.chisel.block.BlockCarvablePumpkin,南瓜
chisel:purpur,1053,true,null,team.chisel.block.BlockCarvable,紫珀块
chisel:redstone_block,1054,true,null,team.chisel.block.BlockCarvablePowered,红石块
chisel:road_line,1055,true,null,team.chisel.block.BlockRoadLine,道路标线
chisel:sandstone,1056,true,null,team.chisel.block.BlockCarvable,沙石
chisel:sandstone2,1057,true,null,team.chisel.block.BlockCarvable,沙石
chisel:sandstone_scribbles,1058,true,null,team.chisel.block.BlockCarvable,刻文沙石
chisel:silverblock,1059,true,null,team.chisel.block.BlockBeaconBase,银块
chisel:sand_snakestone,1060,true,null,team.chisel.block.BlockSnakestone,蛇纹沙石
chisel:stone_snakestone,1061,true,null,team.chisel.block.BlockSnakestone,蛇纹石头
chisel:obsidian_snakestone,1062,true,null,team.chisel.block.BlockSnakestoneObsidian,蛇纹黑曜石
chisel:steelblock,1063,true,null,team.chisel.block.BlockBeaconBase,钢块
chisel:stonebricksmooth,1064,true,null,team.chisel.block.BlockCarvable,石砖
chisel:sveltstone,1065,true,null,team.chisel.block.BlockCarvable,精致石头
chisel:tallow,1066,true,null,team.chisel.block.BlockCarvable,油脂方块
chisel:technical,1067,true,null,team.chisel.block.BlockCarvable,工艺方块
chisel:technical2,1068,true,null,team.chisel.block.BlockCarvableGlass,简易工艺方块
chisel:technical3,1069,true,null,team.chisel.block.BlockCarvable,工业工艺方块
chisel:technical4,1070,true,null,team.chisel.block.BlockCarvable,工艺方块
chisel:templeblock,1071,true,null,team.chisel.block.BlockEldritch,神庙石
chisel:mossy_templeblock,1072,true,null,team.chisel.block.BlockEldritch,神庙苔石
chisel:tinblock,1073,true,null,team.chisel.block.BlockBeaconBase,锡块
chisel:thaumium,1074,true,null,team.chisel.block.BlockCarvable,神秘方块
chisel:torch1,1075,true,null,team.chisel.block.BlockCarvableTorch,火把
chisel:torch2,1076,true,null,team.chisel.block.BlockCarvableTorch,火把
chisel:torch3,1077,true,null,team.chisel.block.BlockCarvableTorch,火把
chisel:torch4,1078,true,null,team.chisel.block.BlockCarvableTorch,火把
chisel:torch5,1079,true,null,team.chisel.block.BlockCarvableTorch,火把
chisel:torch6,1080,true,null,team.chisel.block.BlockCarvableTorch,火把
chisel:torch7,1081,true,null,team.chisel.block.BlockCarvableTorch,火把
chisel:torch8,1082,true,null,team.chisel.block.BlockCarvableTorch,火把
chisel:torch9,1083,true,null,team.chisel.block.BlockCarvableTorch,火把
chisel:torch10,1084,true,null,team.chisel.block.BlockCarvableTorch,火把
chisel:tyrian,1085,true,null,team.chisel.block.BlockCarvable,未来风格金属块
chisel:uraniumblock,1086,true,null,team.chisel.block.BlockBeaconBase,铀块
chisel:valentines,1087,true,null,team.chisel.block.BlockCarvable,少女心方块
chisel:voidstone,1088,true,null,team.chisel.block.BlockCarvable,虚空石
chisel:voidstone2,1089,true,null,team.chisel.block.BlockCarvable,充能虚空石
